judge_model,item_id,left_idx,right_idx,replicate_id,scored_option,dimension,score,model_id,model_label,condition
gpt-4.1,5,6,5,0,option_2,task_dimension_4,5.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,6,5,0,option_2,task_dimension_5,4.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,6,5,0,option_2,task_dimension_6,5.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,general_accuracy_specificity,7.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,general_instruction_following,8.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,general_organization_readability,6.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,general_practical_usefulness,7.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,general_tone_audience_fit,7.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,task_dimension_1,7.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,task_dimension_2,6.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,task_dimension_3,8.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,task_dimension_4,7.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,task_dimension_5,6.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,5,7,0,option_1,task_dimension_6,7.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,7,5,7,0,option_2,general_accuracy_specificity,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,general_instruction_following,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,general_organization_readability,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,general_practical_usefulness,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,general_tone_audience_fit,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,task_dimension_1,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,task_dimension_2,4.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,task_dimension_3,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,task_dimension_4,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,task_dimension_5,4.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,5,7,0,option_2,task_dimension_6,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,8,8,5,0,option_1,general_accuracy_specificity,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,general_instruction_following,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,general_organization_readability,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,general_practical_usefulness,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,general_tone_audience_fit,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,task_dimension_1,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,task_dimension_2,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,task_dimension_3,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,task_dimension_4,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,task_dimension_5,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,5,0,option_1,task_dimension_6,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,5,8,5,0,option_2,general_accuracy_specificity,5.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,general_instruction_following,6.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,general_organization_readability,5.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,general_practical_usefulness,5.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,general_tone_audience_fit,5.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,task_dimension_1,5.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,task_dimension_2,4.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,task_dimension_3,6.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,task_dimension_4,5.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,task_dimension_5,4.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,5,8,5,0,option_2,task_dimension_6,5.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
gpt-4.1,7,7,6,0,option_1,general_accuracy_specificity,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,general_instruction_following,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,general_organization_readability,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,general_practical_usefulness,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,general_tone_audience_fit,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,task_dimension_1,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,task_dimension_2,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,task_dimension_3,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,task_dimension_4,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,task_dimension_5,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,7,6,0,option_1,task_dimension_6,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,6,7,6,0,option_2,general_accuracy_specificity,5.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,general_instruction_following,6.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,general_organization_readability,5.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,general_practical_usefulness,5.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,general_tone_audience_fit,5.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,task_dimension_1,5.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,task_dimension_2,4.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,task_dimension_3,6.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,task_dimension_4,5.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,task_dimension_5,4.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,7,6,0,option_2,task_dimension_6,5.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,general_accuracy_specificity,7.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,general_instruction_following,8.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,general_organization_readability,6.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,general_practical_usefulness,7.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,general_tone_audience_fit,7.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,task_dimension_1,7.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,task_dimension_2,6.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,task_dimension_3,8.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,task_dimension_4,7.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,task_dimension_5,6.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,6,6,8,0,option_1,task_dimension_6,7.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
gpt-4.1,8,6,8,0,option_2,general_accuracy_specificity,5.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,general_instruction_following,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,general_organization_readability,5.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,general_practical_usefulness,5.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,general_tone_audience_fit,5.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,task_dimension_1,5.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,task_dimension_2,4.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,task_dimension_3,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,task_dimension_4,5.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,task_dimension_5,4.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,6,8,0,option_2,task_dimension_6,5.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,general_accuracy_specificity,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,general_instruction_following,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,general_organization_readability,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,general_practical_usefulness,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,general_tone_audience_fit,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,task_dimension_1,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,task_dimension_2,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,task_dimension_3,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,task_dimension_4,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,task_dimension_5,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,8,8,7,0,option_1,task_dimension_6,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
gpt-4.1,7,8,7,0,option_2,general_accuracy_specificity,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,general_instruction_following,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,general_organization_readability,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,general_practical_usefulness,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,general_tone_audience_fit,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,task_dimension_1,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,task_dimension_2,4.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,task_dimension_3,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,task_dimension_4,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,task_dimension_5,4.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
gpt-4.1,7,8,7,0,option_2,task_dimension_6,5.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,1,1,0,0,option_1,general_accuracy_specificity,8.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,general_instruction_following,9.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,general_organization_readability,8.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,general_practical_usefulness,8.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,general_tone_audience_fit,8.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,task_dimension_1,9.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,task_dimension_2,8.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,task_dimension_3,8.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,task_dimension_4,9.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,task_dimension_5,8.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,1,1,0,0,option_1,task_dimension_6,8.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
anthropic/claude-opus-4-8,0,1,0,0,option_2,general_accuracy_specificity,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,general_organization_readability,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,general_practical_usefulness,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,general_tone_audience_fit,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,task_dimension_1,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,task_dimension_2,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,task_dimension_3,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,task_dimension_4,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,task_dimension_5,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,1,0,0,option_2,task_dimension_6,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,2,2,0,0,option_1,general_accuracy_specificity,8.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,general_instruction_following,9.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,general_organization_readability,8.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,general_practical_usefulness,9.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,general_tone_audience_fit,8.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,task_dimension_1,9.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,task_dimension_2,9.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,task_dimension_3,8.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,task_dimension_4,9.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,task_dimension_5,8.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,2,2,0,0,option_1,task_dimension_6,8.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
anthropic/claude-opus-4-8,0,2,0,0,option_2,general_accuracy_specificity,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,general_organization_readability,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,general_practical_usefulness,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,general_tone_audience_fit,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,task_dimension_1,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,task_dimension_2,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,task_dimension_3,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,task_dimension_4,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,task_dimension_5,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,2,0,0,option_2,task_dimension_6,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,0,3,0,option_1,general_accuracy_specificity,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,0,3,0,option_1,general_instruction_following,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,0,0,3,0,option_1,general_organization_readability,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
