run_id,task,mode,item_id,model,condition,word_count,character_count,mean_win_rate,n_eligible_judges,length_adjusted_win_rate,unadjusted_rank,length_adjusted_rank
20260610_scaffold_strict_v4,counselling,automation,5,GPT-O3-Mini,automation_GPT-O3-Mini,467,2746,0.13095238095238093,3,0.2442792878420441,9.0,9.0
20260610_scaffold_strict_v4,counselling,automation,6,GPT-O4-Mini,automation_GPT-O4-Mini,466,2845,0.5654761904761905,3,0.6795822603213011,7.0,2.0
20260610_scaffold_strict_v4,counselling,automation,7,Claude-Opus-4.8,automation_Claude-Opus-4.8,679,4006,0.611111111111111,3,0.5883421012620554,4.0,5.0
20260610_scaffold_strict_v4,counselling,automation,8,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,1666,10874,0.5694444444444444,3,0.22004913957469063,6.0,10.0
20260610_scaffold_strict_v4,counselling,automation,9,GPT-OSS-120B,automation_GPT-OSS-120B,881,5356,0.8154761904761904,3,0.6979638039884831,1.0,1.0
20260610_scaffold_strict_v4,market_trends,augmentation,0,plain,plain,257,1776,0.4821428571428571,4,0.48540496216945483,5.0,6.0
20260610_scaffold_strict_v4,market_trends,augmentation,1,GPT-4.1,scaffold_GPT-4.1,321,2276,0.7857142857142857,3,0.7631993455034831,2.0,2.0
20260610_scaffold_strict_v4,market_trends,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,221,1628,0.4702380952380952,3,0.49098202196748125,6.0,5.0
20260610_scaffold_strict_v4,market_trends,augmentation,3,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,230,1590,0.08333333333333333,3,0.0994544016951659,10.0,10.0
20260610_scaffold_strict_v4,market_trends,augmentation,4,GPT-O4-Mini,scaffold_GPT-O4-Mini,224,1590,0.8690476190476191,3,0.8882300911044093,1.0,1.0
20260610_scaffold_strict_v4,market_trends,augmentation,5,GPT-O3-Mini,scaffold_GPT-O3-Mini,216,1526,0.44047619047619047,3,0.4638700410528508,7.0,7.0
20260610_scaffold_strict_v4,market_trends,augmentation,6,GPT-OSS-120B,scaffold_GPT-OSS-120B,290,2065,0.7440476190476191,3,0.733308222965715,3.0,3.0
20260610_scaffold_strict_v4,market_trends,augmentation,7,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,282,2054,0.5,3,0.4925033679442128,4.0,4.0
20260610_scaffold_strict_v4,market_trends,augmentation,8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,346,2429,0.3333333333333333,3,0.30212027501246214,8.0,8.0
20260610_scaffold_strict_v4,market_trends,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,290,2136,0.2976190476190476,3,0.2868796515371435,9.0,9.0
20260610_scaffold_strict_v4,market_trends,automation,0,DeepSeek-V3.1,automation_DeepSeek-V3.1,558,3896,0.748015873015873,3,0.6835939218312598,2.0,3.0
20260610_scaffold_strict_v4,market_trends,automation,1,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,610,4239,0.6673280423280423,3,0.575869865200381,3.0,5.0
20260610_scaffold_strict_v4,market_trends,automation,2,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,257,1776,0.0,3,0.17059465750608716,10.0,10.0
20260610_scaffold_strict_v4,market_trends,automation,3,GPT-4.1,automation_GPT-4.1,363,2522,0.3928571428571428,3,0.4588314809753883,8.0,6.0
20260610_scaffold_strict_v4,market_trends,automation,4,GPT-5-Mini,automation_GPT-5-Mini,442,3336,0.6071428571428571,3,0.6134151738308828,5.0,4.0
20260610_scaffold_strict_v4,market_trends,automation,5,GPT-O3-Mini,automation_GPT-O3-Mini,353,2607,0.13095238095238093,3,0.20539404006818363,9.0,9.0
20260610_scaffold_strict_v4,market_trends,automation,6,GPT-O4-Mini,automation_GPT-O4-Mini,272,1993,0.6408730158730158,3,0.7942903819946404,4.0,1.0
20260610_scaffold_strict_v4,market_trends,automation,7,GPT-OSS-120B,automation_GPT-OSS-120B,772,5637,0.4702380952380952,3,0.3072946362664348,7.0,8.0
20260610_scaffold_strict_v4,market_trends,automation,8,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,794,5776,0.5740740740740741,3,0.40260064501760495,6.0,7.0
20260610_scaffold_strict_v4,market_trends,automation,9,Claude-Opus-4.8,automation_Claude-Opus-4.8,423,3106,0.7685185185185185,3,0.7881151973091431,1.0,2.0
20260610_scaffold_strict_v4,meal_plan,augmentation,0,GPT-4.1,scaffold_GPT-4.1,378,2701,0.48214285714285715,3,0.5434991809924177,7.0,5.0
20260610_scaffold_strict_v4,meal_plan,augmentation,1,GPT-5-Mini,scaffold_GPT-5-Mini,311,2274,0.5119047619047619,3,0.45742107013828326,6.0,8.0
20260610_scaffold_strict_v4,meal_plan,augmentation,2,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,351,2539,0.5238095238095238,3,0.5411570727499045,5.0,6.0
20260610_scaffold_strict_v4,meal_plan,augmentation,3,GPT-O3-Mini,scaffold_GPT-O3-Mini,387,2714,0.5595238095238094,3,0.6348554726233245,4.0,1.0
20260610_scaffold_strict_v4,meal_plan,augmentation,4,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,282,2060,0.6666666666666666,3,0.5540904087398398,1.0,4.0
20260610_scaffold_strict_v4,meal_plan,augmentation,5,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,356,2547,0.16666666666666666,3,0.19241318984408118,10.0,10.0
20260610_scaffold_strict_v4,meal_plan,augmentation,6,GPT-O4-Mini,scaffold_GPT-O4-Mini,351,2547,0.44047619047619047,3,0.4578237394165712,8.0,7.0
20260610_scaffold_strict_v4,meal_plan,augmentation,7,GPT-OSS-120B,scaffold_GPT-OSS-120B,345,2552,0.38690476190476186,3,0.39401462484719385,9.0,9.0
20260610_scaffold_strict_v4,meal_plan,augmentation,8,plain,plain,370,2538,0.5758928571428571,4,0.6245451812698909,3.0,2.0
20260610_scaffold_strict_v4,meal_plan,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,295,2130,0.6607142857142857,3,0.5748824403308729,2.0,3.0
20260610_scaffold_strict_v4,meal_plan,automation,0,Claude-Opus-4.8,automation_Claude-Opus-4.8,502,3775,0.75,3,0.8488233416910521,1.0,1.0
20260610_scaffold_strict_v4,meal_plan,automation,1,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,365,2647,0.0,3,0.1487036975866337,10.0,10.0
20260610_scaffold_strict_v4,meal_plan,automation,2,GPT-4.1,automation_GPT-4.1,709,5092,0.5416666666666666,3,0.5864181982732048,6.0,4.0
20260610_scaffold_strict_v4,meal_plan,automation,3,GPT-5-Mini,automation_GPT-5-Mini,1480,9302,0.7023809523809524,3,0.6317947252264604,2.0,3.0
20260610_scaffold_strict_v4,meal_plan,automation,4,GPT-O3-Mini,automation_GPT-O3-Mini,1609,10762,0.25595238095238093,3,0.1722642499207706,9.0,9.0
20260610_scaffold_strict_v4,meal_plan,automation,5,GPT-O4-Mini,automation_GPT-O4-Mini,813,5993,0.45039682539682535,3,0.47370388966329335,7.0,7.0
20260610_scaffold_strict_v4,meal_plan,automation,6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2091,14754,0.6666666666666666,3,0.5418943893210599,4.0,5.0
20260610_scaffold_strict_v4,meal_plan,automation,7,DeepSeek-V3.1,automation_DeepSeek-V3.1,849,6149,0.3723544973544974,3,0.3888725223280241,8.0,8.0
20260610_scaffold_strict_v4,meal_plan,automation,8,GPT-OSS-120B,automation_GPT-OSS-120B,1450,9593,0.5615079365079364,3,0.49413214387550464,5.0,6.0
20260610_scaffold_strict_v4,meal_plan,automation,9,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,861,5812,0.6990740740740741,3,0.7133928421139923,3.0,2.0
20260610_scaffold_strict_v4,operations_research,augmentation,0,plain,plain,208,1638,0.6071428571428571,4,0.602919723429263,4.0,4.0
20260610_scaffold_strict_v4,operations_research,augmentation,1,GPT-4.1,scaffold_GPT-4.1,198,1615,0.7440476190476191,3,0.773833626069631,3.0,2.0
20260610_scaffold_strict_v4,operations_research,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,178,1430,0.041666666666666664,3,0.14492313872466694,10.0,10.0
20260610_scaffold_strict_v4,operations_research,augmentation,3,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,225,1836,0.5416666666666666,3,0.483199778324373,5.0,5.0
20260610_scaffold_strict_v4,operations_research,augmentation,4,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,258,2017,0.7916666666666666,3,0.638660433235645,1.0,3.0
20260610_scaffold_strict_v4,operations_research,augmentation,5,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,189,1582,0.3988095238095238,3,0.4606980601877165,8.0,7.0
20260610_scaffold_strict_v4,operations_research,augmentation,6,GPT-O3-Mini,scaffold_GPT-O3-Mini,199,1662,0.44047619047619047,3,0.4667852602807956,6.0,6.0
20260610_scaffold_strict_v4,operations_research,augmentation,7,GPT-O4-Mini,scaffold_GPT-O4-Mini,176,1445,0.21428571428571427,3,0.32533606072812205,9.0,8.0
20260610_scaffold_strict_v4,operations_research,augmentation,8,GPT-OSS-120B,scaffold_GPT-OSS-120B,186,1543,0.75,3,0.8229282525208377,2.0,1.0
20260610_scaffold_strict_v4,operations_research,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,272,2196,0.4345238095238095,3,0.24500138078465267,7.0,9.0
20260610_scaffold_strict_v4,operations_research,automation,0,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,338,2825,0.6666666666666666,3,0.7145128001589566,3.0,1.0
20260610_scaffold_strict_v4,operations_research,automation,1,DeepSeek-V3.1,automation_DeepSeek-V3.1,387,3146,0.7149470899470899,3,0.6338072742311486,2.0,2.0
20260610_scaffold_strict_v4,operations_research,automation,2,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,385,2965,0.6455026455026455,3,0.5693003831340268,4.0,3.0
20260610_scaffold_strict_v4,operations_research,automation,3,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,208,1638,0.0,3,0.5099474789289458,10.0,5.0
20260610_scaffold_strict_v4,operations_research,automation,4,GPT-4.1,automation_GPT-4.1,340,2996,0.40079365079365076,3,0.4430196831021856,8.0,8.0
20260610_scaffold_strict_v4,operations_research,automation,5,GPT-5-Mini,automation_GPT-5-Mini,420,3472,0.5813492063492064,3,0.42222130359552856,5.0,9.0
20260610_scaffold_strict_v4,operations_research,automation,6,GPT-O3-Mini,automation_GPT-O3-Mini,346,2850,0.1448412698412698,3,0.17040267420885247,9.0,10.0
20260610_scaffold_strict_v4,operations_research,automation,7,GPT-O4-Mini,automation_GPT-O4-Mini,352,2798,0.5277777777777778,3,0.5369602476559329,7.0,4.0
20260610_scaffold_strict_v4,operations_research,automation,8,Claude-Opus-4.8,automation_Claude-Opus-4.8,381,3134,0.5601851851851852,3,0.493935246623992,6.0,7.0
20260610_scaffold_strict_v4,operations_research,automation,9,GPT-OSS-120B,automation_GPT-OSS-120B,463,3723,0.7579365079365079,3,0.50589290836042,1.0,6.0
20260610_scaffold_strict_v4,tax_prep,augmentation,0,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,374,2586,0.5833333333333334,3,0.5443021220848685,4.0,4.0
20260610_scaffold_strict_v4,tax_prep,augmentation,1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,359,2577,0.5297619047619048,3,0.5435725202031982,5.5,5.0
20260610_scaffold_strict_v4,tax_prep,augmentation,2,GPT-O4-Mini,scaffold_GPT-O4-Mini,350,2531,0.6428571428571428,3,0.6894402682503113,2.5,1.0
20260610_scaffold_strict_v4,tax_prep,augmentation,3,GPT-OSS-120B,scaffold_GPT-OSS-120B,348,2618,0.5297619047619048,3,0.5837418788530437,5.5,2.0
20260610_scaffold_strict_v4,tax_prep,augmentation,4,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,388,2536,0.6428571428571428,3,0.5563802278520644,2.5,3.0
20260610_scaffold_strict_v4,tax_prep,augmentation,5,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,341,2260,0.25,3,0.33020696388597476,10.0,10.0
20260610_scaffold_strict_v4,tax_prep,augmentation,6,GPT-4.1,scaffold_GPT-4.1,361,2314,0.42857142857142855,3,0.4352105852273599,7.0,7.0
20260610_scaffold_strict_v4,tax_prep,augmentation,7,GPT-5-Mini,scaffold_GPT-5-Mini,344,2247,0.3928571428571428,3,0.4617588383774624,8.0,6.0
20260610_scaffold_strict_v4,tax_prep,augmentation,8,GPT-O3-Mini,scaffold_GPT-O3-Mini,337,2249,0.2916666666666667,3,0.3871025709091075,9.0,9.0
20260610_scaffold_strict_v4,tax_prep,augmentation,9,plain,plain,437,2794,0.65625,4,0.4162006910232445,1.0,8.0
20260610_scaffold_strict_v4,tax_prep,automation,0,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,437,2794,0.0,3,0.21321212038479231,10.0,10.0
20260610_scaffold_strict_v4,tax_prep,automation,1,GPT-5-Mini,automation_GPT-5-Mini,1997,12707,0.6646825396825397,3,0.587526558973687,2.0,4.0
20260610_scaffold_strict_v4,tax_prep,automation,2,GPT-O3-Mini,automation_GPT-O3-Mini,2017,13164,0.4266735679779157,3,0.3476119611420821,8.0,9.0
20260610_scaffold_strict_v4,tax_prep,automation,3,GPT-O4-Mini,automation_GPT-O4-Mini,811,5215,0.5198412698412698,3,0.6149530815054483,6.0,3.0
20260610_scaffold_strict_v4,tax_prep,automation,4,GPT-4.1,automation_GPT-4.1,1043,8048,0.3928571428571428,3,0.4398866534285344,9.0,7.0
20260610_scaffold_strict_v4,tax_prep,automation,5,DeepSeek-V3.1,automation_DeepSeek-V3.1,1365,9182,0.4761904761904761,3,0.4717870710010011,7.0,5.0
20260610_scaffold_strict_v4,tax_prep,automation,6,Claude-Opus-4.8,automation_Claude-Opus-4.8,1131,7580,0.6481481481481481,3,0.6796945370357117,4.0,2.0
20260610_scaffold_strict_v4,tax_prep,automation,7,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4212,31488,0.6527777777777778,3,0.4328892141331834,3.0,8.0
20260610_scaffold_strict_v4,tax_prep,automation,8,GPT-OSS-120B,automation_GPT-OSS-120B,2112,14095,0.5297619047619048,3,0.4418990794021883,5.0,6.0
20260610_scaffold_strict_v4,tax_prep,automation,9,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,871,5930,0.6896710374971246,3,0.7711435877276726,1.0,1.0
20260610_scaffold_strict_v4,travel_planning,augmentation,0,plain,plain,268,1663,0.7142857142857143,4,0.7524687700346794,2.0,2.0
20260610_scaffold_strict_v4,travel_planning,augmentation,1,GPT-4.1,scaffold_GPT-4.1,356,2293,0.3452380952380952,3,0.20540575523571275,8.0,10.0
20260610_scaffold_strict_v4,travel_planning,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,286,2015,0.3928571428571428,3,0.39030093392415344,7.0,7.0
20260610_scaffold_strict_v4,travel_planning,augmentation,3,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,259,1715,0.4166666666666667,3,0.47625359824859065,5.5,5.0
20260610_scaffold_strict_v4,travel_planning,augmentation,4,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,273,1868,0.4166666666666667,3,0.4432660537211001,5.5,6.0
20260610_scaffold_strict_v4,travel_planning,augmentation,5,GPT-OSS-120B,scaffold_GPT-OSS-120B,361,2415,0.9166666666666666,3,0.7680862658614319,1.0,1.0
20260610_scaffold_strict_v4,travel_planning,augmentation,6,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,277,1869,0.6071428571428571,3,0.6246264986617777,4.0,4.0
20260610_scaffold_strict_v4,travel_planning,augmentation,7,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,258,1866,0.6130952380952381,3,0.6751059701041315,3.0,3.0
20260610_scaffold_strict_v4,travel_planning,augmentation,8,GPT-O3-Mini,scaffold_GPT-O3-Mini,246,1644,0.16666666666666666,3,0.25851582026736175,10.0,9.0
20260610_scaffold_strict_v4,travel_planning,augmentation,9,GPT-O4-Mini,scaffold_GPT-O4-Mini,287,2078,0.33928571428571425,3,0.3345417625124794,9.0,8.0
20260610_scaffold_strict_v4,travel_planning,automation,0,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,268,1663,0.0,3,0.3267728535478347,10.0,9.0
20260610_scaffold_strict_v4,travel_planning,automation,1,GPT-O3-Mini,automation_GPT-O3-Mini,880,6179,0.20039682539682535,3,0.1752464334724695,9.0,10.0
20260610_scaffold_strict_v4,travel_planning,automation,2,GPT-5-Mini,automation_GPT-5-Mini,1453,9630,0.7222222222222222,3,0.5484481138953449,2.0,4.0
20260610_scaffold_strict_v4,travel_planning,automation,3,Claude-Opus-4.8,automation_Claude-Opus-4.8,608,4540,0.6805555555555555,3,0.7649380371110733,3.0,1.0
20260610_scaffold_strict_v4,travel_planning,automation,4,GPT-4.1,automation_GPT-4.1,544,4449,0.5317460317460317,3,0.6490657003901573,6.0,3.0
20260610_scaffold_strict_v4,travel_planning,automation,5,DeepSeek-V3.1,automation_DeepSeek-V3.1,1036,7291,0.4755291005291005,3,0.40201685818718885,7.0,8.0
20260610_scaffold_strict_v4,travel_planning,automation,6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2057,15143,0.7546296296296297,3,0.477796353265843,1.0,7.0
20260610_scaffold_strict_v4,travel_planning,automation,7,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,995,6742,0.5496031746031745,3,0.48805756206855333,5.0,5.0
20260610_scaffold_strict_v4,travel_planning,automation,8,GPT-O4-Mini,automation_GPT-O4-Mini,659,4903,0.42063492063492064,3,0.481160775964033,8.0,6.0
20260610_scaffold_strict_v4,travel_planning,automation,9,GPT-OSS-120B,automation_GPT-OSS-120B,751,5761,0.6646825396825397,3,0.6864973120974937,4.0,2.0
20260610_scaffold_strict_v4,tutoring,augmentation,0,plain,plain,253,1583,0.5803571428571428,4,0.6229244219454754,4.0,4.0
20260610_scaffold_strict_v4,tutoring,augmentation,1,GPT-5-Mini,scaffold_GPT-5-Mini,344,2301,0.8333333333333334,3,0.6443689761799689,1.0,3.0
20260610_scaffold_strict_v4,tutoring,augmentation,2,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,307,1925,0.7857142857142857,3,0.6825276917903238,2.0,2.0
20260610_scaffold_strict_v4,tutoring,augmentation,3,GPT-OSS-120B,scaffold_GPT-OSS-120B,229,1474,0.4047619047619047,3,0.5223778484746895,6.0,5.0
20260610_scaffold_strict_v4,tutoring,augmentation,4,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,252,1615,0.75,3,0.7955500050766503,3.0,1.0
20260610_scaffold_strict_v4,tutoring,augmentation,5,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,298,1864,0.16666666666666666,3,0.08590372763841914,10.0,10.0
20260610_scaffold_strict_v4,tutoring,augmentation,6,GPT-4.1,scaffold_GPT-4.1,291,1935,0.44047619047619047,3,0.3776255625517132,5.0,8.0
20260610_scaffold_strict_v4,tutoring,augmentation,7,GPT-O3-Mini,scaffold_GPT-O3-Mini,233,1512,0.3154761904761904,3,0.42005525851592324,8.0,7.0
20260610_scaffold_strict_v4,tutoring,augmentation,8,GPT-O4-Mini,scaffold_GPT-O4-Mini,237,1472,0.38095238095238093,3,0.47271554798492066,7.0,6.0
20260610_scaffold_strict_v4,tutoring,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,256,1711,0.30357142857142855,3,0.33726048365142375,9.0,9.0
20260610_scaffold_strict_v4,tutoring,automation,0,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,875,4978,0.8035714285714285,3,0.7732607982078129,1.0,1.0
20260610_scaffold_strict_v4,tutoring,automation,1,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,253,1583,0.0,3,0.35022889484097597,10.0,8.0
20260610_scaffold_strict_v4,tutoring,automation,2,GPT-O3-Mini,automation_GPT-O3-Mini,807,4346,0.2837301587301587,3,0.2782566347606462,9.0,10.0
20260610_scaffold_strict_v4,tutoring,automation,3,GPT-O4-Mini,automation_GPT-O4-Mini,534,3168,0.46230158730158727,3,0.5835571660084375,7.0,3.0
20260610_scaffold_strict_v4,tutoring,automation,4,GPT-5-Mini,automation_GPT-5-Mini,1199,6825,0.5873015873015873,3,0.46025687054018183,6.0,6.0
20260610_scaffold_strict_v4,tutoring,automation,5,GPT-4.1,automation_GPT-4.1,583,3421,0.30357142857142855,3,0.39789046987346394,8.0,7.0
20260610_scaffold_strict_v4,tutoring,automation,6,DeepSeek-V3.1,automation_DeepSeek-V3.1,889,5140,0.6031746031746031,3,0.5679904343960084,5.0,4.0
20260610_scaffold_strict_v4,tutoring,automation,7,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2132,14331,0.6342592592592592,3,0.3304102549617719,4.0,9.0
20260610_scaffold_strict_v4,tutoring,automation,8,GPT-OSS-120B,automation_GPT-OSS-120B,1104,6964,0.636904761904762,3,0.5352111400726797,3.0,5.0
20260610_scaffold_strict_v4,tutoring,automation,9,Claude-Opus-4.8,automation_Claude-Opus-4.8,701,4159,0.6851851851851851,3,0.7229373363380165,2.0,2.0
20260612_fresh_rep1,counselling,augmentation,0,plain,plain,247,1549,0.7098214285714286,4,0.704721212846499,1.0,2.0
20260612_fresh_rep1,counselling,augmentation,1,GPT-4.1,scaffold_GPT-4.1,297,2015,0.3452380952380952,3,0.3446980070881747,8.0,8.0
20260612_fresh_rep1,counselling,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,350,2238,0.6904761904761904,3,0.6940003541922435,4.0,4.0
20260612_fresh_rep1,counselling,augmentation,3,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,326,2128,0.3928571428571428,3,0.39462279900800656,5.0,5.0
20260612_fresh_rep1,counselling,augmentation,4,GPT-O4-Mini,scaffold_GPT-O4-Mini,271,1771,0.2916666666666667,3,0.28885994572763796,10.0,10.0
20260612_fresh_rep1,counselling,augmentation,5,GPT-O3-Mini,scaffold_GPT-O3-Mini,365,2376,0.7023809523809524,3,0.7069441187907051,3.0,1.0
20260612_fresh_rep1,counselling,augmentation,6,GPT-OSS-120B,scaffold_GPT-OSS-120B,261,1645,0.7083333333333334,3,0.7045965957591496,2.0,3.0
20260612_fresh_rep1,counselling,augmentation,7,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,305,1983,0.375,3,0.37511766001601704,6.5,7.0
20260612_fresh_rep1,counselling,augmentation,8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,324,2049,0.375,3,0.37661333333437086,6.5,6.0
20260612_fresh_rep1,counselling,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,311,2058,0.33928571428571425,3,0.3398854970467216,9.0,9.0
20260612_fresh_rep1,counselling,automation,0,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,247,1562,0.0,3,0.3705084424435706,10.0,7.0
20260612_fresh_rep1,counselling,automation,1,GPT-4.1,automation_GPT-4.1,547,3174,0.2619047619047619,3,0.3411621721333051,8.0,8.0
20260612_fresh_rep1,counselling,automation,2,DeepSeek-V3.1,automation_DeepSeek-V3.1,677,3893,0.6904761904761904,3,0.6915353784390765,3.0,2.0
20260612_fresh_rep1,counselling,automation,3,GPT-O4-Mini,automation_GPT-O4-Mini,544,3329,0.6547619047619048,3,0.7360358720567084,5.0,1.0
20260612_fresh_rep1,counselling,automation,4,GPT-O3-Mini,automation_GPT-O3-Mini,464,2764,0.1726190476190476,3,0.31220900647403615,9.0,10.0
20260612_fresh_rep1,counselling,automation,5,GPT-OSS-120B,automation_GPT-OSS-120B,865,5400,0.75,3,0.6611551763270141,1.0,4.0
20260612_fresh_rep1,counselling,automation,6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,1902,12054,0.6944444444444443,3,0.3163853827681713,2.0,9.0
20260612_fresh_rep1,counselling,automation,7,Claude-Opus-4.8,automation_Claude-Opus-4.8,632,3814,0.6527777777777778,3,0.6790653132499909,6.0,3.0
20260612_fresh_rep1,counselling,automation,8,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,805,4684,0.46230158730158727,3,0.3998328183280934,7.0,6.0
20260612_fresh_rep1,counselling,automation,9,GPT-5-Mini,automation_GPT-5-Mini,1075,6458,0.6607142857142857,3,0.4921104377800267,4.0,5.0
20260612_fresh_rep1,market_trends,augmentation,0,plain,plain,193,1330,0.3169642857142857,4,0.6334687094838913,8.0,3.0
20260612_fresh_rep1,market_trends,augmentation,1,GPT-4.1,scaffold_GPT-4.1,343,2481,0.5119047619047619,3,0.4373804483626639,5.0,6.0
20260612_fresh_rep1,market_trends,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,340,2605,0.16666666666666666,3,0.09812208393130017,10.0,10.0
20260612_fresh_rep1,market_trends,augmentation,3,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,325,2211,0.6666666666666666,3,0.6288325797924665,3.0,4.0
20260612_fresh_rep1,market_trends,augmentation,4,GPT-O4-Mini,scaffold_GPT-O4-Mini,403,2852,0.9523809523809524,3,0.7680997243581718,1.0,1.0
