run_id,task,mode,item_id,model,condition,word_count,character_count,mean_win_rate,n_eligible_judges
20260610_scaffold_strict_v4,travel_planning,augmentation,1,GPT-4.1,scaffold_GPT-4.1,356,2293,0.3452380952380952,3
20260610_scaffold_strict_v4,travel_planning,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,286,2015,0.3928571428571428,3
20260610_scaffold_strict_v4,travel_planning,augmentation,3,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,259,1715,0.4166666666666667,3
20260610_scaffold_strict_v4,travel_planning,augmentation,4,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,273,1868,0.4166666666666667,3
20260610_scaffold_strict_v4,travel_planning,augmentation,5,GPT-OSS-120B,scaffold_GPT-OSS-120B,361,2415,0.9166666666666666,3
20260610_scaffold_strict_v4,travel_planning,augmentation,6,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,277,1869,0.6071428571428571,3
20260610_scaffold_strict_v4,travel_planning,augmentation,7,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,258,1866,0.6130952380952381,3
20260610_scaffold_strict_v4,travel_planning,augmentation,8,GPT-O3-Mini,scaffold_GPT-O3-Mini,246,1644,0.16666666666666666,3
20260610_scaffold_strict_v4,travel_planning,augmentation,9,GPT-O4-Mini,scaffold_GPT-O4-Mini,287,2078,0.33928571428571425,3
20260610_scaffold_strict_v4,travel_planning,automation,0,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,268,1663,0.0,3
20260610_scaffold_strict_v4,travel_planning,automation,1,GPT-O3-Mini,automation_GPT-O3-Mini,880,6179,0.20039682539682535,3
20260610_scaffold_strict_v4,travel_planning,automation,2,GPT-5-Mini,automation_GPT-5-Mini,1453,9630,0.7222222222222222,3
20260610_scaffold_strict_v4,travel_planning,automation,3,Claude-Opus-4.8,automation_Claude-Opus-4.8,608,4540,0.6805555555555555,3
20260610_scaffold_strict_v4,travel_planning,automation,4,GPT-4.1,automation_GPT-4.1,544,4449,0.5317460317460317,3
20260610_scaffold_strict_v4,travel_planning,automation,5,DeepSeek-V3.1,automation_DeepSeek-V3.1,1036,7291,0.4755291005291005,3
20260610_scaffold_strict_v4,travel_planning,automation,6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2057,15143,0.7546296296296297,3
20260610_scaffold_strict_v4,travel_planning,automation,7,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,995,6742,0.5496031746031745,3
20260610_scaffold_strict_v4,travel_planning,automation,8,GPT-O4-Mini,automation_GPT-O4-Mini,659,4903,0.42063492063492064,3
20260610_scaffold_strict_v4,travel_planning,automation,9,GPT-OSS-120B,automation_GPT-OSS-120B,751,5761,0.6646825396825397,3
20260610_scaffold_strict_v4,tutoring,augmentation,0,plain,plain,253,1583,0.5803571428571428,4
20260610_scaffold_strict_v4,tutoring,augmentation,1,GPT-5-Mini,scaffold_GPT-5-Mini,344,2301,0.8333333333333334,3
20260610_scaffold_strict_v4,tutoring,augmentation,2,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,307,1925,0.7857142857142857,3
20260610_scaffold_strict_v4,tutoring,augmentation,3,GPT-OSS-120B,scaffold_GPT-OSS-120B,229,1474,0.4047619047619047,3
20260610_scaffold_strict_v4,tutoring,augmentation,4,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,252,1615,0.75,3
20260610_scaffold_strict_v4,tutoring,augmentation,5,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,298,1864,0.16666666666666666,3
20260610_scaffold_strict_v4,tutoring,augmentation,6,GPT-4.1,scaffold_GPT-4.1,291,1935,0.44047619047619047,3
20260610_scaffold_strict_v4,tutoring,augmentation,7,GPT-O3-Mini,scaffold_GPT-O3-Mini,233,1512,0.3154761904761904,3
20260610_scaffold_strict_v4,tutoring,augmentation,8,GPT-O4-Mini,scaffold_GPT-O4-Mini,237,1472,0.38095238095238093,3
20260610_scaffold_strict_v4,tutoring,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,256,1711,0.30357142857142855,3
20260610_scaffold_strict_v4,tutoring,automation,0,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,875,4978,0.8035714285714285,3
20260610_scaffold_strict_v4,tutoring,automation,1,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,253,1583,0.0,3
20260610_scaffold_strict_v4,tutoring,automation,2,GPT-O3-Mini,automation_GPT-O3-Mini,807,4346,0.2837301587301587,3
20260610_scaffold_strict_v4,tutoring,automation,3,GPT-O4-Mini,automation_GPT-O4-Mini,534,3168,0.46230158730158727,3
20260610_scaffold_strict_v4,tutoring,automation,4,GPT-5-Mini,automation_GPT-5-Mini,1199,6825,0.5873015873015873,3
20260610_scaffold_strict_v4,tutoring,automation,5,GPT-4.1,automation_GPT-4.1,583,3421,0.30357142857142855,3
20260610_scaffold_strict_v4,tutoring,automation,6,DeepSeek-V3.1,automation_DeepSeek-V3.1,889,5140,0.6031746031746031,3
20260610_scaffold_strict_v4,tutoring,automation,7,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2132,14331,0.6342592592592592,3
20260610_scaffold_strict_v4,tutoring,automation,8,GPT-OSS-120B,automation_GPT-OSS-120B,1104,6964,0.636904761904762,3
20260610_scaffold_strict_v4,tutoring,automation,9,Claude-Opus-4.8,automation_Claude-Opus-4.8,701,4159,0.6851851851851851,3
20260612_fresh_rep1,counselling,augmentation,0,plain,plain,247,1549,0.7098214285714286,4
20260612_fresh_rep1,counselling,augmentation,1,GPT-4.1,scaffold_GPT-4.1,297,2015,0.3452380952380952,3
20260612_fresh_rep1,counselling,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,350,2238,0.6904761904761904,3
20260612_fresh_rep1,counselling,augmentation,3,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,326,2128,0.3928571428571428,3
20260612_fresh_rep1,counselling,augmentation,4,GPT-O4-Mini,scaffold_GPT-O4-Mini,271,1771,0.2916666666666667,3
20260612_fresh_rep1,counselling,augmentation,5,GPT-O3-Mini,scaffold_GPT-O3-Mini,365,2376,0.7023809523809524,3
20260612_fresh_rep1,counselling,augmentation,6,GPT-OSS-120B,scaffold_GPT-OSS-120B,261,1645,0.7083333333333334,3
20260612_fresh_rep1,counselling,augmentation,7,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,305,1983,0.375,3
20260612_fresh_rep1,counselling,augmentation,8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,324,2049,0.375,3
20260612_fresh_rep1,counselling,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,311,2058,0.33928571428571425,3
20260612_fresh_rep1,counselling,automation,0,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,247,1562,0.0,3
20260612_fresh_rep1,counselling,automation,1,GPT-4.1,automation_GPT-4.1,547,3174,0.2619047619047619,3
20260612_fresh_rep1,counselling,automation,2,DeepSeek-V3.1,automation_DeepSeek-V3.1,677,3893,0.6904761904761904,3
20260612_fresh_rep1,counselling,automation,3,GPT-O4-Mini,automation_GPT-O4-Mini,544,3329,0.6547619047619048,3
20260612_fresh_rep1,counselling,automation,4,GPT-O3-Mini,automation_GPT-O3-Mini,464,2764,0.1726190476190476,3
20260612_fresh_rep1,counselling,automation,5,GPT-OSS-120B,automation_GPT-OSS-120B,865,5400,0.75,3
20260612_fresh_rep1,counselling,automation,6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,1902,12054,0.6944444444444443,3
20260612_fresh_rep1,counselling,automation,7,Claude-Opus-4.8,automation_Claude-Opus-4.8,632,3814,0.6527777777777778,3
20260612_fresh_rep1,counselling,automation,8,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,805,4684,0.46230158730158727,3
20260612_fresh_rep1,counselling,automation,9,GPT-5-Mini,automation_GPT-5-Mini,1075,6458,0.6607142857142857,3
20260612_fresh_rep1,market_trends,augmentation,0,plain,plain,193,1330,0.3169642857142857,4
20260612_fresh_rep1,market_trends,augmentation,1,GPT-4.1,scaffold_GPT-4.1,343,2481,0.5119047619047619,3
20260612_fresh_rep1,market_trends,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,340,2605,0.16666666666666666,3
20260612_fresh_rep1,market_trends,augmentation,3,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,325,2211,0.6666666666666666,3
20260612_fresh_rep1,market_trends,augmentation,4,GPT-O4-Mini,scaffold_GPT-O4-Mini,403,2852,0.9523809523809524,3
20260612_fresh_rep1,market_trends,augmentation,5,GPT-O3-Mini,scaffold_GPT-O3-Mini,281,2024,0.3511904761904761,3
20260612_fresh_rep1,market_trends,augmentation,6,GPT-OSS-120B,scaffold_GPT-OSS-120B,301,2205,0.7321428571428571,3
20260612_fresh_rep1,market_trends,augmentation,7,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,343,2374,0.5,3
20260612_fresh_rep1,market_trends,augmentation,8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,267,1745,0.20833333333333334,3
20260612_fresh_rep1,market_trends,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,330,2348,0.6547619047619048,3
20260612_fresh_rep1,market_trends,automation,0,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,137,967,0.0,3
20260612_fresh_rep1,market_trends,automation,1,GPT-4.1,automation_GPT-4.1,329,2326,0.3095238095238095,3
20260612_fresh_rep1,market_trends,automation,2,GPT-5-Mini,automation_GPT-5-Mini,452,3304,0.7321428571428571,3
20260612_fresh_rep1,market_trends,automation,3,DeepSeek-V3.1,automation_DeepSeek-V3.1,577,4177,0.6468253968253967,3
20260612_fresh_rep1,market_trends,automation,4,GPT-O4-Mini,automation_GPT-O4-Mini,383,2568,0.7440476190476191,3
20260612_fresh_rep1,market_trends,automation,5,GPT-O3-Mini,automation_GPT-O3-Mini,278,2033,0.17857142857142858,3
20260612_fresh_rep1,market_trends,automation,6,GPT-OSS-120B,automation_GPT-OSS-120B,578,3912,0.4226190476190476,3
20260612_fresh_rep1,market_trends,automation,7,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,851,6123,0.5277777777777778,3
20260612_fresh_rep1,market_trends,automation,8,Claude-Opus-4.8,automation_Claude-Opus-4.8,394,2943,0.7638888888888888,3
20260612_fresh_rep1,market_trends,automation,9,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,565,3956,0.6746031746031745,3
20260612_fresh_rep1,meal_plan,augmentation,0,plain,plain,350,2417,0.48660714285714285,4
20260612_fresh_rep1,meal_plan,augmentation,1,GPT-4.1,scaffold_GPT-4.1,338,2450,0.44047619047619047,3
20260612_fresh_rep1,meal_plan,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,371,2606,0.16666666666666666,3
20260612_fresh_rep1,meal_plan,augmentation,3,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,315,2298,0.3988095238095238,3
20260612_fresh_rep1,meal_plan,augmentation,4,GPT-O4-Mini,scaffold_GPT-O4-Mini,341,2404,0.7797619047619048,3
20260612_fresh_rep1,meal_plan,augmentation,5,GPT-O3-Mini,scaffold_GPT-O3-Mini,376,2693,0.4345238095238095,3
20260612_fresh_rep1,meal_plan,augmentation,6,GPT-OSS-120B,scaffold_GPT-OSS-120B,302,2208,0.8333333333333334,3
20260612_fresh_rep1,meal_plan,augmentation,7,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,309,2189,0.5833333333333334,3
20260612_fresh_rep1,meal_plan,augmentation,8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,301,2240,0.5416666666666666,3
20260612_fresh_rep1,meal_plan,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,351,2511,0.33928571428571425,3
20260612_fresh_rep1,meal_plan,automation,0,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,380,2621,0.0,3
20260612_fresh_rep1,meal_plan,automation,1,GPT-4.1,automation_GPT-4.1,773,5778,0.26785714285714285,3
20260612_fresh_rep1,meal_plan,automation,2,GPT-O4-Mini,automation_GPT-O4-Mini,784,6529,0.7440476190476191,3
20260612_fresh_rep1,meal_plan,automation,3,GPT-O3-Mini,automation_GPT-O3-Mini,1135,7830,0.21428571428571427,3
20260612_fresh_rep1,meal_plan,automation,4,GPT-OSS-120B,automation_GPT-OSS-120B,1508,9287,0.5952380952380952,3
20260612_fresh_rep1,meal_plan,automation,5,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2405,15727,0.611111111111111,3
20260612_fresh_rep1,meal_plan,automation,6,Claude-Opus-4.8,automation_Claude-Opus-4.8,603,4377,0.7222222222222222,3
20260612_fresh_rep1,meal_plan,automation,7,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,969,6082,0.7222222222222222,3
20260612_fresh_rep1,meal_plan,automation,8,GPT-5-Mini,automation_GPT-5-Mini,1346,8431,0.6547619047619048,3
20260612_fresh_rep1,meal_plan,automation,9,DeepSeek-V3.1,automation_DeepSeek-V3.1,967,6882,0.4682539682539682,3
20260612_fresh_rep1,operations_research,augmentation,0,plain,plain,214,1713,0.8125,4
20260612_fresh_rep1,operations_research,augmentation,1,GPT-4.1,scaffold_GPT-4.1,212,1746,0.7857142857142857,3
20260612_fresh_rep1,operations_research,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,194,1627,0.2976190476190476,3
20260612_fresh_rep1,operations_research,augmentation,3,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,171,1409,0.3928571428571428,3
20260612_fresh_rep1,operations_research,augmentation,4,GPT-O4-Mini,scaffold_GPT-O4-Mini,198,1654,0.3333333333333333,3
20260612_fresh_rep1,operations_research,augmentation,5,GPT-O3-Mini,scaffold_GPT-O3-Mini,260,2059,0.31547619047619047,3
20260612_fresh_rep1,operations_research,augmentation,6,GPT-OSS-120B,scaffold_GPT-OSS-120B,275,2347,0.38690476190476186,3
20260612_fresh_rep1,operations_research,augmentation,7,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,179,1506,0.5416666666666666,3
20260612_fresh_rep1,operations_research,augmentation,8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,160,1305,0.3333333333333333,3
