task_slug,task_title,mode,model_id,model_label,mean_rank,sd_rank,mean_win_rate,sd_win_rate,n_runs
market_trends,Market trends analysis,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,6.15,3.3669141823205284,0.44940476190476186,0.2213213386021215,10
market_trends,Market trends analysis,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,7.05,1.7070116838759157,0.4011904761904762,0.10857363313458446,10
market_trends,Market trends analysis,augmentation,gpt-4.1,GPT-4.1,4.0,2.3570226039551585,0.6160714285714286,0.14969971833284873,10
market_trends,Market trends analysis,augmentation,gpt-5-mini-2025-08-07,GPT-5-Mini,3.35,2.7893647225767295,0.6470238095238094,0.21386367168836137,10
market_trends,Market trends analysis,augmentation,o3-mini-2025-01-31,GPT-O3-Mini,6.9,2.1317702607092643,0.3964285714285714,0.16342751846579306,10
market_trends,Market trends analysis,augmentation,o4-mini-2025-04-16,GPT-O4-Mini,3.05,1.9500712237705007,0.6696428571428571,0.17535125638025684,10
market_trends,Market trends analysis,augmentation,openai/gpt-oss-120b,GPT-OSS-120B,3.7,3.4334951418181574,0.6083333333333334,0.2460765448205269,10
market_trends,Market trends analysis,augmentation,plain,plain,6.3,1.8885620632287057,0.43392857142857144,0.13189259334450254,10
market_trends,Market trends analysis,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,2.05,1.165475582469806,0.749074074074074,0.04576859750532041,10
market_trends,Market trends analysis,automation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,5.45,0.5986094998689324,0.5449074074074074,0.04510029214058355,10
market_trends,Market trends analysis,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,3.4,1.2649110640673518,0.6924603174603174,0.07304534141943768,10
market_trends,Market trends analysis,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,6.0,2.211083193570267,0.49530423280423275,0.14669142202535354,10
market_trends,Market trends analysis,automation,gpt-3.5-turbo,GPT-3.5-Turbo,10.0,0.0,0.009523809523809521,0.020077953397894463,10
market_trends,Market trends analysis,automation,gpt-4.1,GPT-4.1,7.0,1.0540925533894598,0.4309523809523809,0.08060538766756258,10
market_trends,Market trends analysis,automation,gpt-5-mini-2025-08-07,GPT-5-Mini,2.8,1.7511900715418263,0.7351190476190477,0.0875380095970468,10
market_trends,Market trends analysis,automation,o3-mini-2025-01-31,GPT-O3-Mini,9.0,0.0,0.17321428571428565,0.04012157921455348,10
market_trends,Market trends analysis,automation,o4-mini-2025-04-16,GPT-O4-Mini,2.7,1.5670212364724212,0.7069444444444445,0.09103013726592177,10
market_trends,Market trends analysis,automation,openai/gpt-oss-120b,GPT-OSS-120B,6.6,1.2649110640673518,0.4625,0.07370971661187745,10
meal_plan,Menu planning (GDPval-style),augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,5.85,2.9254629263303493,0.475,0.1573801719357255,10
meal_plan,Menu planning (GDPval-style),augmentation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,5.1,3.034981237357343,0.5,0.13749298523071757,10
meal_plan,Menu planning (GDPval-style),augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,5.75,2.3950179771999855,0.48273809523809524,0.14226204312494656,10
meal_plan,Menu planning (GDPval-style),augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,5.75,2.8210518133017928,0.4720238095238095,0.1303512537627498,10
meal_plan,Menu planning (GDPval-style),augmentation,gpt-4.1,GPT-4.1,5.7,2.110818693198342,0.47559523809523807,0.11066556076362803,10
meal_plan,Menu planning (GDPval-style),augmentation,gpt-5-mini-2025-08-07,GPT-5-Mini,2.8,3.011090610836324,0.6797619047619048,0.22663907061571278,10
meal_plan,Menu planning (GDPval-style),augmentation,o3-mini-2025-01-31,GPT-O3-Mini,8.05,2.1402232489989346,0.3351190476190476,0.12473359113676444,10
meal_plan,Menu planning (GDPval-style),augmentation,o4-mini-2025-04-16,GPT-O4-Mini,4.6,2.7968235951204043,0.6,0.18529664068495896,10
meal_plan,Menu planning (GDPval-style),augmentation,openai/gpt-oss-120b,GPT-OSS-120B,6.0,3.39934634239519,0.4833333333333333,0.24673159550758458,10
meal_plan,Menu planning (GDPval-style),augmentation,plain,plain,5.4,2.3664319132398464,0.4973214285714286,0.10187096123903111,10
meal_plan,Menu planning (GDPval-style),automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,4.85,2.135025370653317,0.5833333333333333,0.10143010324169748,10
meal_plan,Menu planning (GDPval-style),automation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,2.7,1.4944341180973264,0.7,0.07384222976806255,10
meal_plan,Menu planning (GDPval-style),automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,6.8,0.9189365834726815,0.48247354497354494,0.08905393195515975,10
meal_plan,Menu planning (GDPval-style),automation,google/gemini-3.1-pro,Gemini-3.1-Pro,3.05,0.7619419633774973,0.6532407407407407,0.05479807677379741,10
meal_plan,Menu planning (GDPval-style),automation,gpt-3.5-turbo,GPT-3.5-Turbo,10.0,0.0,0.0,0.0,10
meal_plan,Menu planning (GDPval-style),automation,gpt-4.1,GPT-4.1,7.2,1.7511900715418263,0.43273809523809514,0.11339246656600653,10
meal_plan,Menu planning (GDPval-style),automation,gpt-5-mini-2025-08-07,GPT-5-Mini,1.7,1.0593499054713802,0.7535714285714286,0.07049656505143635,10
meal_plan,Menu planning (GDPval-style),automation,o3-mini-2025-01-31,GPT-O3-Mini,6.4,2.4129281427805145,0.42976190476190473,0.19172868627527162,10
meal_plan,Menu planning (GDPval-style),automation,o4-mini-2025-04-16,GPT-O4-Mini,4.6,2.0655911179772892,0.584920634920635,0.09346621124589788,10
meal_plan,Menu planning (GDPval-style),automation,openai/gpt-oss-120b,GPT-OSS-120B,7.7,1.567021236472421,0.37996031746031744,0.16574092548244265,10
operations_research,Operations research analyst memo,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,5.15,2.39269722280108,0.5041666666666667,0.1279738833309938,10
operations_research,Operations research analyst memo,augmentation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,5.9,1.61245154965971,0.4875,0.07619925957969556,10
operations_research,Operations research analyst memo,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,7.0,2.3570226039551585,0.3642857142857142,0.18244908034467947,10
operations_research,Operations research analyst memo,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,6.8,1.7511900715418263,0.4607142857142857,0.09420738556015193,10
operations_research,Operations research analyst memo,augmentation,gpt-4.1,GPT-4.1,3.8,2.973961069759395,0.6291666666666667,0.2030809943707889,10
operations_research,Operations research analyst memo,augmentation,gpt-5-mini-2025-08-07,GPT-5-Mini,5.4,3.687817782917155,0.4809523809523809,0.2635500270917181,10
operations_research,Operations research analyst memo,augmentation,o3-mini-2025-01-31,GPT-O3-Mini,7.1,2.685351208149711,0.36190476190476184,0.20788500513272354,10
operations_research,Operations research analyst memo,augmentation,o4-mini-2025-04-16,GPT-O4-Mini,7.65,2.0006943239230166,0.37261904761904757,0.11395178286600942,10
operations_research,Operations research analyst memo,augmentation,openai/gpt-oss-120b,GPT-OSS-120B,3.3,2.8693785622209793,0.6154761904761905,0.19976128989443187,10
operations_research,Operations research analyst memo,augmentation,plain,plain,2.9,1.9692073983655907,0.6674107142857143,0.13323647231090618,10
operations_research,Operations research analyst memo,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,3.25,1.2747548783981961,0.6726851851851852,0.0416409385588312,10
operations_research,Operations research analyst memo,automation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,6.6,1.577621275493231,0.47916666666666663,0.08838834764831847,10
operations_research,Operations research analyst memo,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,4.5,1.7159383568311668,0.5828042328042329,0.07062922316161413,10
operations_research,Operations research analyst memo,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,2.75,0.9204467514322717,0.6907407407407408,0.04821061126503949,10
operations_research,Operations research analyst memo,automation,gpt-3.5-turbo,GPT-3.5-Turbo,10.0,0.0,0.0,0.0,10
operations_research,Operations research analyst memo,automation,gpt-4.1,GPT-4.1,7.35,0.944281031614353,0.40436507936507937,0.06399847645578866,10
operations_research,Operations research analyst memo,automation,gpt-5-mini-2025-08-07,GPT-5-Mini,5.15,2.2366890212494397,0.586111111111111,0.10242657201088529,10
operations_research,Operations research analyst memo,automation,o3-mini-2025-01-31,GPT-O3-Mini,9.0,0.0,0.26150793650793647,0.058177003205940575,10
operations_research,Operations research analyst memo,automation,o4-mini-2025-04-16,GPT-O4-Mini,3.6,2.3664319132398464,0.6545634920634921,0.10140616601777623,10
operations_research,Operations research analyst memo,automation,openai/gpt-oss-120b,GPT-OSS-120B,2.8,1.873795909674026,0.6680555555555555,0.08537665597459028,10
tax_prep,Tax preparation discrepancy spotting,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,5.6,1.349897115421106,0.4708333333333333,0.07869008596786276,10
tax_prep,Tax preparation discrepancy spotting,augmentation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,7.9,1.7919573407620815,0.3625,0.10944937947136414,10
tax_prep,Tax preparation discrepancy spotting,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,8.25,1.9614337159899697,0.29880952380952375,0.1731268757066987,10
tax_prep,Tax preparation discrepancy spotting,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,5.4,2.5254262566501082,0.46428571428571425,0.1518602628424798,10
tax_prep,Tax preparation discrepancy spotting,augmentation,gpt-4.1,GPT-4.1,6.0,3.064129385141706,0.45892857142857146,0.2071954944372391,10
tax_prep,Tax preparation discrepancy spotting,augmentation,gpt-5-mini-2025-08-07,GPT-5-Mini,3.05,2.6920665337658765,0.699404761904762,0.18319091045950156,10
tax_prep,Tax preparation discrepancy spotting,augmentation,o3-mini-2025-01-31,GPT-O3-Mini,6.65,2.8289181285038594,0.4041666666666666,0.20273952827835676,10
tax_prep,Tax preparation discrepancy spotting,augmentation,o4-mini-2025-04-16,GPT-O4-Mini,4.7,2.463060426921489,0.5303571428571427,0.15182007599435166,10
tax_prep,Tax preparation discrepancy spotting,augmentation,openai/gpt-oss-120b,GPT-OSS-120B,5.65,2.0956303745333207,0.4892857142857142,0.13851423391015386,10
tax_prep,Tax preparation discrepancy spotting,augmentation,plain,plain,1.8,1.3165611772087666,0.7410714285714286,0.08589803386703461,10
tax_prep,Tax preparation discrepancy spotting,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,3.25,2.03100960115899,0.6773148148148148,0.10443894456231086,10
tax_prep,Tax preparation discrepancy spotting,automation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,4.6,1.9550504398153572,0.5793650793650793,0.09464375838422624,10
tax_prep,Tax preparation discrepancy spotting,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,8.0,1.9436506316151,0.2896825396825396,0.16952646408823333,10
tax_prep,Tax preparation discrepancy spotting,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,3.05,1.6236105170610071,0.6657925005751093,0.08314542841469211,10
tax_prep,Tax preparation discrepancy spotting,automation,gpt-3.5-turbo,GPT-3.5-Turbo,10.0,0.0,0.013095238095238082,0.021147480308689227,10
tax_prep,Tax preparation discrepancy spotting,automation,gpt-4.1,GPT-4.1,7.1,1.3703203194062976,0.46845238095238095,0.07503306149598535,10
tax_prep,Tax preparation discrepancy spotting,automation,gpt-5-mini-2025-08-07,GPT-5-Mini,1.8,1.4757295747452437,0.7611111111111112,0.1075755519164016,10
tax_prep,Tax preparation discrepancy spotting,automation,o3-mini-2025-01-31,GPT-O3-Mini,7.1,1.5238839267549946,0.39564354727398204,0.1342930702322047,10
tax_prep,Tax preparation discrepancy spotting,automation,o4-mini-2025-04-16,GPT-O4-Mini,4.2,1.6193277068654826,0.6228174603174603,0.09265611011103748,10
tax_prep,Tax preparation discrepancy spotting,automation,openai/gpt-oss-120b,GPT-OSS-120B,5.9,1.5951314818673865,0.5291666666666667,0.08471316073618579,10
travel_planning,Travel agent itinerary,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,6.15,2.1479964825131557,0.4541666666666667,0.10838673897292596,10
travel_planning,Travel agent itinerary,augmentation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,4.55,2.4658782523789684,0.5375,0.12179534037996527,10
travel_planning,Travel agent itinerary,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,4.75,2.3717082451262845,0.5351190476190476,0.14095543084430953,10
travel_planning,Travel agent itinerary,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,5.05,2.1915240764768655,0.5238095238095238,0.1125194196726812,10
travel_planning,Travel agent itinerary,augmentation,gpt-4.1,GPT-4.1,5.65,2.8872324310853656,0.49523809523809526,0.1593687550957874,10
travel_planning,Travel agent itinerary,augmentation,gpt-5-mini-2025-08-07,GPT-5-Mini,5.1,3.212821536005731,0.5797619047619047,0.25224489693995783,10
travel_planning,Travel agent itinerary,augmentation,o3-mini-2025-01-31,GPT-O3-Mini,9.0,1.7638342073763935,0.1845238095238095,0.22474124983562094,10
travel_planning,Travel agent itinerary,augmentation,o4-mini-2025-04-16,GPT-O4-Mini,5.7,3.020301677353145,0.5261904761904761,0.16469927243353588,10
travel_planning,Travel agent itinerary,augmentation,openai/gpt-oss-120b,GPT-OSS-120B,6.45,3.3866568241326793,0.4470238095238095,0.2658944850370001,10
travel_planning,Travel agent itinerary,augmentation,plain,plain,2.6,1.1737877907772674,0.6625,0.06881374595713463,10
travel_planning,Travel agent itinerary,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,4.6,1.6465452046971294,0.5847222222222221,0.11119788278471167,10
travel_planning,Travel agent itinerary,automation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,2.3,1.3374935098492586,0.736574074074074,0.08213733661836202,10
travel_planning,Travel agent itinerary,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,6.2,1.932183566158592,0.504100529100529,0.12602703690463482,10
travel_planning,Travel agent itinerary,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,7.2,1.5491933384829668,0.37777777777777777,0.1357905867588434,10
travel_planning,Travel agent itinerary,automation,gpt-3.5-turbo,GPT-3.5-Turbo,9.8,0.42163702135578407,0.055952380952380906,0.05826715823167507,10
travel_planning,Travel agent itinerary,automation,gpt-4.1,GPT-4.1,5.7,1.636391694484477,0.5186507936507937,0.09944943762615703,10
travel_planning,Travel agent itinerary,automation,gpt-5-mini-2025-08-07,GPT-5-Mini,1.5,0.5270462766947299,0.7990079365079366,0.06881517616520007,10
travel_planning,Travel agent itinerary,automation,o3-mini-2025-01-31,GPT-O3-Mini,5.6,2.170509412813294,0.492063492063492,0.16957806089490904,10
travel_planning,Travel agent itinerary,automation,o4-mini-2025-04-16,GPT-O4-Mini,6.5,3.0276503540974917,0.417063492063492,0.23723721057016567,10
travel_planning,Travel agent itinerary,automation,openai/gpt-oss-120b,GPT-OSS-120B,5.6,2.913569784454954,0.5140873015873015,0.2613286814075552,10
tutoring,Tutoring session planning,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,5.55,1.6741498671796915,0.4916666666666667,0.103563066012818,10
tutoring,Tutoring session planning,augmentation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,7.05,2.2906816064704896,0.39166666666666666,0.11979921473804347,10
tutoring,Tutoring session planning,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,5.55,2.290681606470489,0.4809523809523809,0.1597635015178171,10
tutoring,Tutoring session planning,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,6.7,2.3118054512532935,0.4184523809523809,0.11192481245566184,10
tutoring,Tutoring session planning,augmentation,gpt-4.1,GPT-4.1,6.5,3.0276503540974917,0.41488095238095235,0.17469446567252414,10
tutoring,Tutoring session planning,augmentation,gpt-5-mini-2025-08-07,GPT-5-Mini,1.7,1.2516655570345725,0.7922619047619047,0.1475595651621713,10
tutoring,Tutoring session planning,augmentation,o3-mini-2025-01-31,GPT-O3-Mini,8.25,1.7519830034690533,0.3142857142857142,0.10724568845465948,10
tutoring,Tutoring session planning,augmentation,o4-mini-2025-04-16,GPT-O4-Mini,5.5,3.100179206289712,0.5029761904761905,0.21235257509661562,10
tutoring,Tutoring session planning,augmentation,openai/gpt-oss-120b,GPT-OSS-120B,5.4,3.1692971530679235,0.4797619047619047,0.19212661300439407,10
tutoring,Tutoring session planning,augmentation,plain,plain,2.8,1.2292725943057183,0.6589285714285714,0.09893763209897169,10
tutoring,Tutoring session planning,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,3.7,1.5670212364724212,0.6199074074074074,0.08326042764216889,10
tutoring,Tutoring session planning,automation,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,3.05,2.006240264773888,0.6912037037037037,0.11171070216639663,10
tutoring,Tutoring session planning,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,5.2,1.8737959096740262,0.5305555555555556,0.10236676685559719,10
tutoring,Tutoring session planning,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,6.8,2.6997942308422114,0.456547619047619,0.14575930345739738,10
tutoring,Tutoring session planning,automation,gpt-3.5-turbo,GPT-3.5-Turbo,10.0,0.0,0.0,0.0,10
tutoring,Tutoring session planning,automation,gpt-4.1,GPT-4.1,7.75,1.034139470499238,0.37619047619047613,0.06152713474068037,10
tutoring,Tutoring session planning,automation,gpt-5-mini-2025-08-07,GPT-5-Mini,2.15,1.8265024257063314,0.748015873015873,0.10385914546271743,10
tutoring,Tutoring session planning,automation,o3-mini-2025-01-31,GPT-O3-Mini,7.55,1.571446608843089,0.38075396825396823,0.12954338589870168,10
tutoring,Tutoring session planning,automation,o4-mini-2025-04-16,GPT-O4-Mini,4.4,1.5055453054181622,0.6063492063492063,0.09434379501953576,10
tutoring,Tutoring session planning,automation,openai/gpt-oss-120b,GPT-OSS-120B,4.4,2.2211108331943574,0.5904761904761905,0.15564461331448987,10
