task,mode,model,pairwise_mean_rank,pairwise_se,n_runs_pairwise,rubric_mean_rank,rubric_se,mean_standardized_score,mean_raw_rubric_score,raw_rubric_score_se,n_runs_rubric
market_trends,automation,GPT-O3-Mini,9.0,0.0,10,8.9,0.09999999999999999,-0.758720884728407,6.8665945165945175,0.10325478851601226,10
market_trends,automation,GPT-O4-Mini,2.7,0.49553562491061687,10,3.0,0.3651483716701107,0.598495294532248,8.390151515151516,0.06783882051315392,10
market_trends,automation,GPT-OSS-120B,6.6,0.39999999999999997,10,5.6,0.45215533220835114,0.21339108316104674,7.909505772005772,0.0863945064712874,10
market_trends,automation,Gemini-3.1-Pro,6.0,0.6992058987801011,10,5.9,0.8875684637129563,0.007115176449057792,6.466648629148629,0.25820018405927275,10
meal_plan,augmentation,Claude-Opus-4.8,5.85,0.9251126057585276,10,6.1,0.9122621455602671,-0.26703311160526755,6.081439393939394,0.11841960290340792,10
meal_plan,augmentation,Claude-Sonnet-4.6,5.1,0.9597453365925313,10,5.9,0.9122621455602673,-0.06420769554590333,6.1505411255411255,0.09864678212442425,10
meal_plan,augmentation,DeepSeek-V3.1,5.75,0.7573711845001174,10,6.2,0.8406346808612327,-0.21702237026474433,5.927092352092353,0.07724656479356834,10
meal_plan,augmentation,GPT-3.5-Turbo,5.4,0.7483314773547882,10,4.6,0.7180219742846006,0.16657440872378093,6.172443181818182,0.0613726022757527,10
meal_plan,augmentation,GPT-4.1,5.7,0.6674994798166929,10,5.3,1.0333333333333332,0.05506442223475076,6.241287878787879,0.09114261482889031,10
meal_plan,augmentation,GPT-5-Mini,2.8,0.9521904571390466,10,3.8,1.1234866364235143,0.6235998296560508,6.451028138528139,0.19200693947264752,10
meal_plan,augmentation,GPT-O3-Mini,8.05,0.6767980168082317,10,7.7,0.6506407098647711,-0.6280720173809913,5.931295093795094,0.05974742185395261,10
meal_plan,augmentation,GPT-O4-Mini,4.6,0.8844332774281065,10,4.1,0.6741249472052226,0.28832048790325004,6.329040404040404,0.11418267140314019,10
meal_plan,augmentation,GPT-OSS-120B,6.0,1.0749676997731399,10,5.7,1.0754843869934454,0.09170147883856672,6.313365800865801,0.18418414206587894,10
meal_plan,augmentation,Gemini-3.1-Pro,5.75,0.8920949127381756,10,5.6,0.7916228058025278,-0.10445023546742067,6.198935786435786,0.07246082295088238,10
meal_plan,automation,Claude-Opus-4.8,4.85,0.6751543033509698,10,4.0,0.4472135954999579,0.37395700099297663,7.505050505050505,0.08968794980734861,10
meal_plan,automation,Claude-Sonnet-4.6,2.7,0.47258156262526085,10,3.2,0.9043106644167025,0.6865044360914947,7.98459595959596,0.04753873115077745,10
meal_plan,automation,DeepSeek-V3.1,6.8,0.29059326290271154,10,7.8,0.3590109871423003,-0.14050253356102752,7.381085858585858,0.052346999165383504,10
meal_plan,automation,GPT-3.5-Turbo,10.0,0.0,10,10.0,0.0,-2.425307206892006,5.159722222222222,0.14883929002511911,10
meal_plan,automation,GPT-4.1,7.2,0.5537749241945383,10,6.6,0.541602560309064,0.01860178485487815,7.841792929292929,0.07937691423740831,10
meal_plan,automation,GPT-5-Mini,1.7,0.334995854037363,10,2.3,0.21343747458109494,0.7274575027496643,8.510930735930737,0.01861967788315866,10
meal_plan,automation,GPT-O3-Mini,6.4,0.7630348761506398,10,5.5,0.8333333333333333,0.1486407389491768,7.845551948051948,0.12416365896227846,10
meal_plan,automation,GPT-O4-Mini,4.6,0.6531972647421808,10,4.0,0.4714045207910317,0.34823644067863163,8.135732323232324,0.06188363306480491,10
meal_plan,automation,GPT-OSS-120B,7.7,0.49553562491061676,10,6.8,0.5925462944877059,0.007864704313735371,7.814574314574314,0.12717166579967648,10
meal_plan,automation,Gemini-3.1-Pro,3.05,0.2409472049133493,10,4.8,0.9865765724632494,0.2545471318224737,7.256316738816738,0.06809047834682187,10
operations_research,augmentation,Claude-Opus-4.8,5.15,0.7566372975210778,10,5.6,0.7630348761506398,-0.06368690366266322,6.20167748917749,0.10078422003589473,10
operations_research,augmentation,Claude-Sonnet-4.6,5.9,0.5099019513592784,10,6.1,0.5666666666666665,-0.1797588553086504,6.121212121212121,0.07494691846419495,10
operations_research,augmentation,DeepSeek-V3.1,7.0,0.7453559924999299,10,7.4,0.6,-0.7100828179452364,5.84491341991342,0.10602278188024881,10
operations_research,augmentation,GPT-3.5-Turbo,2.9,0.6227180564089801,10,2.3,0.44845413490245695,0.77144477331529,6.388352272727273,0.1040123042822993,10
operations_research,augmentation,GPT-4.1,3.8,0.9404490653110589,10,3.8,0.9752492558885196,0.4522154537622024,6.369642857142857,0.13886078616942854,10
operations_research,augmentation,GPT-5-Mini,5.4,1.16619037896906,10,4.9,1.2242911781471304,0.14897747995580052,6.240638528138528,0.12656257019167425,10
operations_research,augmentation,GPT-O3-Mini,7.1,0.8491826135237999,10,7.7,0.9073771725877465,-0.591262749099342,5.886634199134199,0.15413895051117762,10
operations_research,augmentation,GPT-O4-Mini,7.65,0.6326750965367434,10,6.7,0.8439325934114774,-0.21387553193835412,6.025649350649351,0.09755223394472921,10
operations_research,augmentation,GPT-OSS-120B,3.3,0.9073771725877465,10,4.1,0.6574360974438673,0.2810705315319434,6.338744588744588,0.1225592476066481,10
operations_research,augmentation,Gemini-3.1-Pro,6.8,0.5537749241945383,10,6.4,0.5811865258054231,-0.15218963838275654,5.9589285714285705,0.08832604237166207,10
operations_research,automation,Claude-Opus-4.8,3.25,0.40311288741492746,10,3.6,0.5206833117271102,0.5694120035334111,7.696500721500722,0.02317856861841179,10
operations_research,automation,Claude-Sonnet-4.6,6.6,0.49888765156985887,10,7.1,0.706320670013903,-0.11306277717213375,7.376443001443002,0.08176332184235655,10
operations_research,automation,DeepSeek-V3.1,4.5,0.5426273532033236,10,6.7,0.2603416558635551,0.024157961355408437,7.602994227994228,0.05312369413137083,10
operations_research,automation,GPT-3.5-Turbo,10.0,0.0,10,10.0,0.0,-2.399493570679752,5.444859307359307,0.06326112452813361,10
operations_research,automation,GPT-4.1,7.35,0.29860788111948194,10,6.4,0.1632993161855452,0.003124023842422664,7.790909090909091,0.04829396486937962,10
operations_research,automation,GPT-5-Mini,5.15,0.707303172464098,10,3.8,0.44221663871405326,0.5371086423944662,8.186814574314575,0.07815952120599215,10
operations_research,automation,GPT-O3-Mini,9.0,0.0,10,9.0,0.0,-0.5234849561590558,7.33488455988456,0.055168634764984306,10
operations_research,automation,GPT-O4-Mini,3.6,0.7483314773547882,10,2.1,0.5467073155618908,0.7123171181977952,8.394145021645022,0.05006890750237111,10
operations_research,automation,GPT-OSS-120B,2.8,0.5925462944877059,10,3.3,0.5174724898753341,0.5704854908509691,8.331547619047619,0.07186619161424831,10
operations_research,automation,Gemini-3.1-Pro,2.75,0.291070819942883,10,3.0,0.3944053188733077,0.6194360638364669,7.199152236652236,0.04225058135995441,10
tax_prep,augmentation,Claude-Opus-4.8,5.6,0.4268749491621899,10,6.1,0.458257569495584,-0.21182910746798647,5.3946969696969695,0.07402221171900147,10
tax_prep,augmentation,Claude-Sonnet-4.6,7.9,0.5666666666666667,10,7.9,0.4818944098266987,-0.5616585767090989,5.257575757575758,0.07365127462614417,10
tax_prep,augmentation,DeepSeek-V3.1,8.25,0.6202598021976131,10,8.6,0.541602560309064,-0.8198820765784429,4.7539502164502165,0.08510815331593707,10
tax_prep,augmentation,GPT-3.5-Turbo,1.8,0.41633319989322654,10,1.4,0.16329931618554522,1.245023352098414,5.874797077922078,0.05976976713837446,10
tax_prep,augmentation,GPT-4.1,6.0,0.9689627902499088,10,4.9,0.8875684637129565,-0.012570504566057582,5.1512085137085135,0.10987967190059335,10
tax_prep,augmentation,GPT-5-Mini,3.05,0.8513061859414754,10,3.0,0.7149203529842405,0.732112954904224,5.4686147186147185,0.08317302784972995,10
tax_prep,augmentation,GPT-O3-Mini,6.65,0.8945824600213095,10,6.8,0.8666666666666666,-0.4607411872283175,4.938791486291486,0.12440164083711679,10
tax_prep,augmentation,GPT-O4-Mini,4.7,0.7788880963698614,10,4.4,0.7023769168568492,0.14702422010420774,5.206727994227995,0.11675689884209038,10
tax_prep,augmentation,GPT-OSS-120B,5.65,0.6626965117357013,10,5.9,0.7666666666666667,-0.2953924330811556,5.033802308802309,0.07884431941707391,10
tax_prep,augmentation,Gemini-3.1-Pro,5.4,0.7986099033807292,10,6.0,0.7453559924999299,-0.17709442550859394,5.646536796536797,0.10189338859197959,10
tax_prep,automation,Claude-Opus-4.8,3.25,0.6422616289332564,10,2.5,0.40138648595974313,0.7105155967008672,7.711940836940838,0.09971821249198345,10
tax_prep,automation,Claude-Sonnet-4.6,4.6,0.6182412330330468,10,6.0,0.6831300510639733,0.1262271395566183,7.583261183261183,0.08805790438954801,10
tax_prep,automation,DeepSeek-V3.1,8.0,0.6146362971528591,10,8.1,0.6403124237432849,-0.8564008733250541,5.795111832611832,0.27791835344465315,10
tax_prep,automation,GPT-3.5-Turbo,10.0,0.0,10,10.0,0.0,-2.091323237370878,4.892027417027417,0.0728817279414719,10
tax_prep,automation,GPT-4.1,7.1,0.4333333333333333,10,6.5,0.5217491947499509,0.10491488809416424,7.568650793650794,0.10106799129611037,10
tax_prep,automation,GPT-5-Mini,1.8,0.46666666666666673,10,1.5,0.30731814857642953,0.8112540533726097,8.369787157287158,0.07492839631994047,10
tax_prep,automation,GPT-O3-Mini,7.1,0.4818944098266986,10,6.5,0.582141639885766,-0.0023492358713418926,7.395145554928163,0.17978620742405832,10
tax_prep,automation,GPT-O4-Mini,4.2,0.5120763831912405,10,5.1,0.4818944098266987,0.3575047946959585,7.789935064935065,0.09784414375636323,10
tax_prep,automation,GPT-OSS-120B,5.9,0.5044248650140518,10,5.1,0.5859465277082315,0.33027395266377096,7.686489898989899,0.10237664894208008,10
tax_prep,automation,Gemini-3.1-Pro,3.05,0.5134307266916454,10,3.7,0.6506407098647712,0.5093829214832826,7.189230033251772,0.07210562792150245,10
travel_planning,augmentation,Claude-Opus-4.8,6.15,0.679256129077161,10,6.1,0.6574360974438673,-0.1608369232181483,5.966287878787879,0.16000065562372057,10
travel_planning,augmentation,Claude-Sonnet-4.6,4.55,0.7797791710193056,10,5.0,0.6497862896539309,0.16915468812950124,6.212121212121212,0.18098063968170186,10
travel_planning,augmentation,DeepSeek-V3.1,4.75,0.75,10,5.4,0.7630348761506398,-0.02144023289544228,6.202164502164502,0.23243097310833594,10
travel_planning,augmentation,GPT-3.5-Turbo,2.6,0.3711842908553348,10,1.8,0.24944382578492943,0.762139136229653,6.4189529220779225,0.14999713097745512,10
travel_planning,augmentation,GPT-4.1,5.65,0.9130230616534892,10,5.3,0.775313556640867,0.03224201444580989,6.118993506493506,0.189485486875895,10
travel_planning,augmentation,GPT-5-Mini,5.1,1.015983376941878,10,5.3,1.155181563410897,0.18332376124451083,6.259956709956709,0.2563285814223942,10
travel_planning,augmentation,GPT-O3-Mini,9.0,0.557773351022717,10,9.2,0.4666666666666666,-1.1086666377958914,5.298917748917749,0.27379718007032666,10
travel_planning,augmentation,GPT-O4-Mini,5.7,0.9551032521262935,10,5.4,0.9333333333333332,0.05511764705694753,6.1042748917748915,0.111745533814858,10
travel_planning,augmentation,GPT-OSS-120B,6.45,1.0709549217611563,10,6.5,1.0246950765959597,-0.272020445520348,5.882954545454545,0.2630289617165494,10
travel_planning,augmentation,Gemini-3.1-Pro,5.05,0.6930207628763929,10,5.0,0.5773502691896257,0.10694061358018733,6.13982683982684,0.1317361877929841,10
travel_planning,automation,Claude-Opus-4.8,4.6,0.5206833117271102,10,3.8,0.5734883511361751,0.5329061575376735,7.590584415584415,0.08387388477514576,10
travel_planning,automation,Claude-Sonnet-4.6,2.3,0.42295258468165065,10,2.3,0.5783117190965824,0.8195054635359444,7.9895382395382395,0.03793689283556774,10
travel_planning,automation,DeepSeek-V3.1,6.2,0.6110100926607787,10,5.5,0.8062257748298549,0.1603513560421578,7.601172438672438,0.08540162122119546,10
travel_planning,automation,GPT-3.5-Turbo,9.8,0.13333333333333333,10,9.9,0.09999999999999999,-1.9202581603328248,5.410804473304474,0.1472243644964628,10
travel_planning,automation,GPT-4.1,5.7,0.5174724898753341,10,6.0,0.3333333333333333,0.25019970161461397,7.932178932178933,0.05470271018501405,10
travel_planning,automation,GPT-5-Mini,1.5,0.16666666666666666,10,2.1,0.31446603773522014,0.8766699413108686,8.588203463203463,0.04940383664188666,10
travel_planning,automation,GPT-O3-Mini,5.6,0.6863753427324667,10,5.4,0.7333333333333333,0.3021925318447609,7.9711580086580085,0.10139607668612537,10
travel_planning,automation,GPT-O4-Mini,6.5,0.9574271077563381,10,6.8,0.69602043392737,-0.33950875416105797,7.003679653679653,0.4210729937212109,10
travel_planning,automation,GPT-OSS-120B,5.6,0.9213516640723501,10,5.0,0.7453559924999299,0.08547574803893052,7.615584415584415,0.3543597670439125,10
travel_planning,automation,Gemini-3.1-Pro,7.2,0.4898979485566356,10,8.2,0.3265986323710904,-0.7675339854310688,5.961760461760462,0.2695620381810147,10
tutoring,augmentation,Claude-Opus-4.8,5.55,0.5294126724756197,10,5.3,0.49553562491061687,-0.08853831462656687,6.032954545454546,0.1666514092342922,10
tutoring,augmentation,Claude-Sonnet-4.6,7.05,0.7243771270700243,10,7.0,0.6324555320336759,-0.42127412965553857,5.833333333333333,0.13389554715982782,10
tutoring,augmentation,DeepSeek-V3.1,5.55,0.7243771270700243,10,6.0,0.8432740427115677,-0.27938961937350526,5.946861471861472,0.13474078613534024,10
tutoring,augmentation,GPT-3.5-Turbo,2.8,0.38873012632302,10,2.4,0.3711842908553348,0.71283595825963,6.445332792207791,0.11133827396758933,10
tutoring,augmentation,GPT-4.1,6.5,0.9574271077563381,10,6.2,0.8137703743822469,-0.20673406990570098,6.001298701298701,0.13930932783799238,10
tutoring,augmentation,GPT-5-Mini,1.7,0.3958114029012639,10,2.1,0.5467073155618908,1.12086200203123,6.783170995670996,0.21920533485335253,10
tutoring,augmentation,GPT-O3-Mini,8.25,0.5540256712864887,10,8.6,0.39999999999999997,-0.7106161130891294,5.735335497835498,0.09310820923272546,10
tutoring,augmentation,GPT-O4-Mini,5.5,0.9803627446568494,10,5.1,0.9480975102218594,0.07483528269060676,6.1777056277056275,0.17395183016448124,10
tutoring,augmentation,GPT-OSS-120B,5.4,1.0022197585581938,10,5.3,0.9073771725877465,0.0016500545873899153,6.188203463203463,0.16706545121235292,10
tutoring,augmentation,Gemini-3.1-Pro,6.7,0.7310570733153768,10,7.0,0.8944271909999159,-0.44124303700496326,6.0598484848484855,0.09497362871314613,10
tutoring,automation,Claude-Opus-4.8,3.7,0.49553562491061676,10,3.0,0.3333333333333333,0.5740091768119031,7.798015873015873,0.07386590992218917,10
tutoring,automation,Claude-Sonnet-4.6,3.05,0.6344288770224761,10,3.1,0.8875684637129565,0.6294569804482463,7.997853535353535,0.08875627264541867,10
tutoring,automation,DeepSeek-V3.1,5.2,0.5925462944877059,10,6.5,0.582141639885766,0.04981501337700171,7.675147907647907,0.08514728038657059,10
tutoring,automation,GPT-3.5-Turbo,10.0,0.0,10,10.0,0.0,-2.339190102900642,4.982575757575757,0.05239374602765344,10
tutoring,automation,GPT-4.1,7.75,0.3270236145058097,10,7.0,0.3333333333333333,-0.1020726614920751,7.672994227994228,0.07916909061882416,10
tutoring,automation,GPT-5-Mini,2.15,0.5775907817054485,10,2.4,0.39999999999999997,0.739383871522825,8.64520202020202,0.04476631933626621,10
tutoring,automation,GPT-O3-Mini,7.55,0.49693505052918574,10,7.0,0.5962847939999438,-0.1429685482192328,7.5670274170274165,0.147003015817669,10
tutoring,automation,GPT-O4-Mini,4.4,0.4760952285695233,10,4.6,0.339934634239519,0.39658589451910775,8.255775613275613,0.07025005447479689,10
tutoring,automation,GPT-OSS-120B,4.4,0.7023769168568492,10,4.1,0.7218802609235905,0.44774797861360743,8.33095238095238,0.14419580914208752,10
tutoring,automation,Gemini-3.1-Pro,6.8,0.8537498983243799,10,7.3,0.856997342145496,-0.25276760268074405,6.723737373737373,0.19171379448370582,10
