model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank,task_slug,task_title,mode,score,rank_value,source,judge_model
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,4.0,0.8660254037844386,0.4623015873015872,0.1487301375548425,4,7.0,counselling,Counseling session (Anthropic Econ Index),automation,0.4623015873015872,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.5,1.3228756555322954,0.3452380952380952,0.135212103471435,4,8.0,counselling,Counseling session (Anthropic Econ Index),automation,0.3452380952380952,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.333333333333333,0.5773502691896258,0.2142857142857142,0.1394687442126188,4,9.0,counselling,Counseling session (Anthropic Econ Index),automation,0.2142857142857142,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,counselling,Counseling session (Anthropic Econ Index),automation,0.0,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,2.3333333333333335,0.2886751345948128,0.7857142857142857,0.0618589574131741,4,1.5,market_trends,Market trends analysis,augmentation,0.7857142857142857,1.5,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,2.5,1.8027756377319943,0.7857142857142857,0.1394687442126188,4,1.5,market_trends,Market trends analysis,augmentation,0.7857142857142857,1.5,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,2.8333333333333335,2.0207259421636903,0.7261904761904763,0.2864573670360944,4,3.0,market_trends,Market trends analysis,augmentation,0.7261904761904763,3.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,3.3333333333333335,1.8929694486000912,0.7023809523809524,0.1832714799802458,4,4.0,market_trends,Market trends analysis,augmentation,0.7023809523809524,4.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.5,3.0,0.5416666666666666,0.2602082499332666,4,5.0,market_trends,Market trends analysis,augmentation,0.5416666666666666,5.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.333333333333333,1.5275252316519463,0.5,0.125,4,6.0,market_trends,Market trends analysis,augmentation,0.5,6.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.0,0.5,0.3928571428571428,0.1287696884094282,4,7.0,market_trends,Market trends analysis,augmentation,0.3928571428571428,7.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.833333333333333,1.8929694486000912,0.2678571428571428,0.1525714954520987,4,8.0,market_trends,Market trends analysis,augmentation,0.2678571428571428,8.0,panel_aggregate,aggregate
plain,plain,plain,6.375,3.3509948771471834,0.2544642857142857,0.3364148591887599,4,9.0,market_trends,Market trends analysis,augmentation,0.2544642857142857,9.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,7.833333333333333,0.2886751345948129,0.125,0.125,4,10.0,market_trends,Market trends analysis,augmentation,0.125,10.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,1.5,0.5,0.8412698412698413,0.1672325992516308,4,1.0,market_trends,Market trends analysis,automation,0.8412698412698413,1.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,2.8333333333333335,2.0207259421636903,0.75,0.25,4,2.0,market_trends,Market trends analysis,automation,0.75,2.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.0,1.5,0.6686507936507936,0.0446759136872925,4,3.0,market_trends,Market trends analysis,automation,0.6686507936507936,3.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.6666666666666665,0.7637626158259734,0.6527777777777778,0.2836191368980852,4,4.5,market_trends,Market trends analysis,automation,0.6527777777777778,4.5,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.5,1.3228756555322954,0.6527777777777778,0.2836191368980852,4,4.5,market_trends,Market trends analysis,automation,0.6527777777777778,4.5,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.166666666666667,0.2886751345948129,0.6071428571428571,0.0309294787065871,4,6.0,market_trends,Market trends analysis,automation,0.6071428571428571,6.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,6.0,0.0,0.3869047619047618,0.1076377459525305,4,7.0,market_trends,Market trends analysis,automation,0.3869047619047618,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.333333333333333,1.1547005383792517,0.3095238095238095,0.1030982623552903,4,8.0,market_trends,Market trends analysis,automation,0.3095238095238095,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.666666666666667,0.5773502691896257,0.1309523809523809,0.010309826235529,4,9.0,market_trends,Market trends analysis,automation,0.1309523809523809,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,market_trends,Market trends analysis,automation,0.0,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,1.5,0.8660254037844386,0.875,0.2165063509461096,4,1.0,meal_plan,Menu planning (GDPval-style),augmentation,0.875,1.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.166666666666667,4.193248541803042,0.625,0.3307189138830738,4,2.0,meal_plan,Menu planning (GDPval-style),augmentation,0.625,2.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,3.8333333333333335,2.3094010767585034,0.5238095238095238,0.1316270499255713,4,3.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5238095238095238,3.0,panel_aggregate,aggregate
plain,plain,plain,4.625,2.174664725116648,0.5133928571428572,0.1658408537589884,4,4.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5133928571428572,4.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,5.0,2.29128784747792,0.4583333333333333,0.0721687836487032,4,5.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4583333333333333,5.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,4.166666666666667,4.252450274057692,0.4404761904761904,0.3917733969501031,4,6.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4404761904761904,6.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,4.333333333333333,1.2583057392117918,0.4345238095238095,0.187570848292723,4,7.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4345238095238095,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,6.166666666666667,1.607275126832159,0.3928571428571428,0.1287696884094282,4,8.0,meal_plan,Menu planning (GDPval-style),augmentation,0.3928571428571428,8.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,5.833333333333333,1.8929694486000912,0.3809523809523809,0.2061965247105806,4,9.0,meal_plan,Menu planning (GDPval-style),augmentation,0.3809523809523809,9.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.833333333333333,1.5275252316519463,0.3511904761904762,0.0916357399901229,4,10.0,meal_plan,Menu planning (GDPval-style),augmentation,0.3511904761904762,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,2.6666666666666665,0.7637626158259733,0.7440476190476191,0.1161858410472805,4,1.0,meal_plan,Menu planning (GDPval-style),automation,0.7440476190476191,1.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.0,3.0413812651491097,0.7222222222222222,0.2545875386086578,4,2.0,meal_plan,Menu planning (GDPval-style),automation,0.7222222222222222,2.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.6666666666666665,1.4433756729740643,0.6527777777777778,0.3342002615421101,4,3.0,meal_plan,Menu planning (GDPval-style),automation,0.6527777777777778,3.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,3.5,2.6457513110645907,0.6388888888888888,0.1272937693043289,4,4.0,meal_plan,Menu planning (GDPval-style),automation,0.6388888888888888,4.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.3333333333333335,2.5166114784235836,0.6130952380952381,0.2069683172704013,4,5.0,meal_plan,Menu planning (GDPval-style),automation,0.6130952380952381,5.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,4.166666666666667,0.7637626158259733,0.5654761904761905,0.0627122247193615,4,6.0,meal_plan,Menu planning (GDPval-style),automation,0.5654761904761905,6.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,4.166666666666667,0.7637626158259734,0.5595238095238095,0.1134080885908193,4,7.0,meal_plan,Menu planning (GDPval-style),automation,0.5595238095238095,7.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,5.666666666666667,2.0207259421636903,0.2896825396825397,0.0418081498129076,4,8.0,meal_plan,Menu planning (GDPval-style),automation,0.2896825396825397,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.5,0.5,0.2142857142857142,0.0618589574131741,4,9.0,meal_plan,Menu planning (GDPval-style),automation,0.2142857142857142,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,meal_plan,Menu planning (GDPval-style),automation,0.0,10.0,panel_aggregate,aggregate
plain,plain,plain,1.75,0.6454972243679028,0.8125,0.1613743060919757,4,1.0,operations_research,Operations research analyst memo,augmentation,0.8125,1.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,3.8333333333333335,4.0722639076235385,0.7023809523809524,0.3982316353256602,4,2.0,operations_research,Operations research analyst memo,augmentation,0.7023809523809524,2.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,3.5,2.7838821814150108,0.5952380952380952,0.2680554821237548,4,3.0,operations_research,Operations research analyst memo,augmentation,0.5952380952380952,3.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,4.5,1.3228756555322954,0.5238095238095238,0.0412393049421161,4,4.0,operations_research,Operations research analyst memo,augmentation,0.5238095238095238,4.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,5.0,3.5,0.5,0.25,4,5.5,operations_research,Operations research analyst memo,augmentation,0.5,5.5,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.5,1.3228756555322954,0.5,0.0,4,5.5,operations_research,Operations research analyst memo,augmentation,0.5,5.5,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,3.8333333333333335,1.1547005383792517,0.4345238095238095,0.187570848292723,4,7.0,operations_research,Operations research analyst memo,augmentation,0.4345238095238095,7.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,6.0,1.8027756377319943,0.3511904761904762,0.1991158176628301,4,8.0,operations_research,Operations research analyst memo,augmentation,0.3511904761904762,8.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,6.666666666666667,1.2583057392117916,0.3035714285714285,0.1881366741580846,4,9.0,operations_research,Operations research analyst memo,augmentation,0.3035714285714285,9.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,6.833333333333333,2.0207259421636903,0.1726190476190476,0.0676060517357175,4,10.0,operations_research,Operations research analyst memo,augmentation,0.1726190476190476,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,2.1666666666666665,0.2886751345948128,0.7797619047619048,0.0843895647545108,4,1.0,operations_research,Operations research analyst memo,automation,0.7797619047619048,1.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,2.5,1.5,0.7380952380952381,0.1266892657963854,4,2.0,operations_research,Operations research analyst memo,automation,0.7380952380952381,2.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.8333333333333335,1.8929694486000912,0.6805555555555555,0.1878854063676206,4,3.0,operations_research,Operations research analyst memo,automation,0.6805555555555555,3.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.8333333333333335,2.0207259421636903,0.5793650793650794,0.0836162996258153,4,4.0,operations_research,Operations research analyst memo,automation,0.5793650793650794,4.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.5,1.5,0.5694444444444444,0.2774303382699747,4,5.0,operations_research,Operations research analyst memo,automation,0.5694444444444444,5.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.6666666666666665,1.2583057392117916,0.5158730158730159,0.190971578024063,4,6.0,operations_research,Operations research analyst memo,automation,0.5158730158730159,6.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,4.5,3.0413812651491097,0.4880952380952381,0.3176028945703357,4,7.0,operations_research,Operations research analyst memo,automation,0.4880952380952381,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.833333333333333,0.7637626158259734,0.3511904761904762,0.0916357399901229,4,8.0,operations_research,Operations research analyst memo,automation,0.3511904761904762,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,6.833333333333333,0.7637626158259733,0.2976190476190476,0.1340277410618774,4,9.0,operations_research,Operations research analyst memo,automation,0.2976190476190476,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,operations_research,Operations research analyst memo,automation,0.0,10.0,panel_aggregate,aggregate
plain,plain,plain,2.125,0.478713553878169,0.7455357142857143,0.0949120161851308,4,1.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.7455357142857143,1.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,2.5,1.5,0.6904761904761904,0.1030982623552903,4,2.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.6904761904761904,2.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,3.5,1.3228756555322954,0.6547619047619048,0.135212103471435,4,3.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.6547619047619048,3.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,3.3333333333333335,1.4433756729740643,0.6011904761904762,0.1620316379620976,4,4.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.6011904761904762,4.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.6666666666666665,2.362907813126304,0.5833333333333334,0.3818813079129867,4,5.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5833333333333334,5.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.5,1.3228756555322954,0.5,0.0,4,6.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5,6.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,5.166666666666667,3.752776749732567,0.4166666666666667,0.3818813079129867,4,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.4166666666666667,7.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,6.833333333333333,0.7637626158259734,0.3452380952380952,0.0515491311776451,4,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.3452380952380952,8.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,6.833333333333333,2.254624876411447,0.2142857142857142,0.0618589574131741,4,9.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.2142857142857142,9.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,7.833333333333333,0.2886751345948129,0.1666666666666666,0.1909406539564933,4,10.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.1666666666666666,10.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,1.5,0.5,0.8055555555555555,0.120281306081172,4,1.0,tax_prep,Tax preparation discrepancy spotting,automation,0.8055555555555555,1.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.5,3.905124837953327,0.6388888888888888,0.3757708127352411,4,2.0,tax_prep,Tax preparation discrepancy spotting,automation,0.6388888888888888,2.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.5,2.5,0.611111111111111,0.3469443332443555,4,3.0,tax_prep,Tax preparation discrepancy spotting,automation,0.611111111111111,3.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.5,0.0,0.6071428571428571,0.0309294787065871,4,4.0,tax_prep,Tax preparation discrepancy spotting,automation,0.6071428571428571,4.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.333333333333333,2.8431203515386634,0.5773809523809524,0.3063597436299469,4,5.0,tax_prep,Tax preparation discrepancy spotting,automation,0.5773809523809524,5.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,4.0,0.8660254037844386,0.5595238095238095,0.1134080885908193,4,6.0,tax_prep,Tax preparation discrepancy spotting,automation,0.5595238095238095,6.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,4.0,0.8660254037844386,0.4682539682539682,0.1221809866534972,4,7.0,tax_prep,Tax preparation discrepancy spotting,automation,0.4682539682539682,7.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,6.333333333333333,0.5773502691896257,0.3452380952380952,0.0515491311776451,4,8.0,tax_prep,Tax preparation discrepancy spotting,automation,0.3452380952380952,8.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,6.166666666666667,2.309401076758503,0.3392857142857142,0.2531686942635326,4,9.0,tax_prep,Tax preparation discrepancy spotting,automation,0.3392857142857142,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.5,0.8660254037844386,0.0476190476190476,0.0824786098842322,4,10.0,tax_prep,Tax preparation discrepancy spotting,automation,0.0476190476190476,10.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,3.0,2.0,0.6666666666666666,0.2886751345948128,4,1.0,travel_planning,Travel agent itinerary,augmentation,0.6666666666666666,1.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,3.0,1.8027756377319943,0.625,0.375,4,2.0,travel_planning,Travel agent itinerary,augmentation,0.625,2.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.1666666666666665,1.2583057392117918,0.6130952380952381,0.3245549019098949,4,3.0,travel_planning,Travel agent itinerary,augmentation,0.6130952380952381,3.0,panel_aggregate,aggregate
plain,plain,plain,3.625,3.591076904402541,0.5892857142857143,0.396090589514622,4,4.0,travel_planning,Travel agent itinerary,augmentation,0.5892857142857143,4.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,4.166666666666667,1.6072751268321592,0.5535714285714285,0.2402432865548877,4,5.0,travel_planning,Travel agent itinerary,augmentation,0.5535714285714285,5.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.5,2.7838821814150108,0.5416666666666666,0.1909406539564933,4,6.0,travel_planning,Travel agent itinerary,augmentation,0.5416666666666666,6.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,4.333333333333333,3.5118845842842465,0.5238095238095238,0.3772607589878767,4,7.0,travel_planning,Travel agent itinerary,augmentation,0.5238095238095238,7.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,5.666666666666667,1.5275252316519468,0.4285714285714285,0.175872460746359,4,8.0,travel_planning,Travel agent itinerary,augmentation,0.4285714285714285,8.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,6.333333333333333,0.5773502691896257,0.3452380952380952,0.0515491311776451,4,9.0,travel_planning,Travel agent itinerary,augmentation,0.3452380952380952,9.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,8.0,1.0,0.0833333333333333,0.1443375672974064,4,10.0,travel_planning,Travel agent itinerary,augmentation,0.0833333333333333,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,1.6666666666666667,1.1547005383792517,0.9047619047619048,0.1649572197684644,4,1.0,travel_planning,Travel agent itinerary,automation,0.9047619047619048,1.0,panel_aggregate,aggregate
