run_id,task,mode,judge_model,judge_label,pairwise_rows,parsed_rows,parse_pass_rate,batch_ok,included_in_aggregate
20260629_public_rep4,meal_plan,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep4,meal_plan,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep4,meal_plan,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,34,0.9444,True,True
20260629_public_rep4,meal_plan,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep4,meal_plan,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep4,meal_plan,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep4,meal_plan,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep4,operations_research,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep4,operations_research,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep4,operations_research,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep4,operations_research,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep4,operations_research,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep4,operations_research,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep4,operations_research,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep4,operations_research,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep4,tax_prep,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep4,tax_prep,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,27,0.9643,True,True
20260629_public_rep4,tax_prep,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep4,tax_prep,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep4,tax_prep,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep4,tax_prep,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep4,tax_prep,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep4,tax_prep,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep4,travel_planning,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep4,travel_planning,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep4,travel_planning,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep4,travel_planning,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep4,travel_planning,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep4,travel_planning,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep4,travel_planning,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep4,travel_planning,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,35,0.9722,True,True
20260629_public_rep4,tutoring,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep4,tutoring,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep4,tutoring,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep4,tutoring,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep4,tutoring,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep4,tutoring,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep4,tutoring,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep4,tutoring,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,counselling,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep5,counselling,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,counselling,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep5,counselling,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,counselling,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep5,counselling,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,counselling,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep5,counselling,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,market_trends,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep5,market_trends,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,market_trends,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep5,market_trends,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,market_trends,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep5,market_trends,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,market_trends,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep5,market_trends,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,35,0.9722,True,True
20260629_public_rep5,meal_plan,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep5,meal_plan,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,meal_plan,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep5,meal_plan,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,meal_plan,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep5,meal_plan,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,meal_plan,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep5,meal_plan,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,operations_research,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep5,operations_research,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,operations_research,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep5,operations_research,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,operations_research,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep5,operations_research,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,operations_research,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep5,operations_research,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,tax_prep,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep5,tax_prep,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,tax_prep,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep5,tax_prep,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,tax_prep,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep5,tax_prep,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,tax_prep,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep5,tax_prep,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,travel_planning,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep5,travel_planning,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,travel_planning,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep5,travel_planning,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,travel_planning,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep5,travel_planning,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,travel_planning,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep5,travel_planning,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,tutoring,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep5,tutoring,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,tutoring,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep5,tutoring,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep5,tutoring,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep5,tutoring,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep5,tutoring,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,33,0.9167,True,True
20260629_public_rep5,tutoring,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,counselling,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep6,counselling,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,counselling,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,counselling,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,counselling,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep6,counselling,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,counselling,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,counselling,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,market_trends,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep6,market_trends,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,market_trends,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,market_trends,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,market_trends,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep6,market_trends,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,market_trends,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,market_trends,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,meal_plan,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep6,meal_plan,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,meal_plan,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,meal_plan,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,meal_plan,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep6,meal_plan,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,meal_plan,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,meal_plan,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,operations_research,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep6,operations_research,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,operations_research,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep6,operations_research,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,operations_research,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep6,operations_research,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,operations_research,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,operations_research,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,tax_prep,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep6,tax_prep,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,27,0.9643,True,True
20260629_public_rep6,tax_prep,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,tax_prep,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,tax_prep,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep6,tax_prep,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,tax_prep,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,tax_prep,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,35,0.9722,True,True
20260629_public_rep6,travel_planning,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep6,travel_planning,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,travel_planning,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,travel_planning,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,travel_planning,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep6,travel_planning,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,travel_planning,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep6,travel_planning,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,tutoring,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep6,tutoring,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,tutoring,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep6,tutoring,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep6,tutoring,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep6,tutoring,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep6,tutoring,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep6,tutoring,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,35,0.9722,True,True
20260629_public_rep7,counselling,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep7,counselling,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,counselling,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,counselling,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,counselling,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep7,counselling,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,counselling,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,counselling,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,market_trends,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep7,market_trends,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,market_trends,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,market_trends,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,35,0.9722,True,True
20260629_public_rep7,market_trends,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep7,market_trends,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,market_trends,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,market_trends,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,meal_plan,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep7,meal_plan,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,meal_plan,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,meal_plan,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,meal_plan,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep7,meal_plan,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,meal_plan,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,meal_plan,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,operations_research,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep7,operations_research,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,operations_research,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep7,operations_research,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,operations_research,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep7,operations_research,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,operations_research,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,33,0.9167,True,True
20260629_public_rep7,operations_research,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,tax_prep,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep7,tax_prep,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,27,0.9643,True,True
20260629_public_rep7,tax_prep,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,tax_prep,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,tax_prep,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep7,tax_prep,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,tax_prep,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,tax_prep,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,35,0.9722,True,True
20260629_public_rep7,travel_planning,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep7,travel_planning,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,travel_planning,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,travel_planning,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,travel_planning,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep7,travel_planning,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,travel_planning,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep7,travel_planning,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,tutoring,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep7,tutoring,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,tutoring,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep7,tutoring,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep7,tutoring,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep7,tutoring,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep7,tutoring,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep7,tutoring,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,counselling,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep8,counselling,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,counselling,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep8,counselling,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,counselling,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep8,counselling,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,counselling,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep8,counselling,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,market_trends,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep8,market_trends,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,market_trends,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep8,market_trends,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,market_trends,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep8,market_trends,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,market_trends,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep8,market_trends,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,meal_plan,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep8,meal_plan,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,meal_plan,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep8,meal_plan,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,meal_plan,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
