model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank,task_slug,task_title,mode,score,rank_value,source,judge_model
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4.833333333333333,1.2583057392117916,0.4027777777777777,0.0867360833110888,4,6.0,counselling,Counseling session (Anthropic Econ Index),automation,0.4027777777777777,6.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,5.833333333333333,1.4433756729740643,0.3928571428571428,0.1287696884094282,4,7.0,counselling,Counseling session (Anthropic Econ Index),automation,0.3928571428571428,7.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,5.666666666666667,3.617089069035117,0.3055555555555555,0.3367876570272816,4,8.0,counselling,Counseling session (Anthropic Econ Index),automation,0.3055555555555555,8.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,7.0,0.8660254037844386,0.2619047619047619,0.020619652471058,4,9.0,counselling,Counseling session (Anthropic Econ Index),automation,0.2619047619047619,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.333333333333334,1.1547005383792517,0.0476190476190476,0.0824786098842322,4,10.0,counselling,Counseling session (Anthropic Econ Index),automation,0.0476190476190476,10.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,2.1666666666666665,1.2583057392117916,0.8273809523809524,0.1892632511379124,4,1.0,market_trends,Market trends analysis,augmentation,0.8273809523809524,1.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,2.8333333333333335,0.7637626158259734,0.7380952380952381,0.1266892657963854,4,2.0,market_trends,Market trends analysis,augmentation,0.7380952380952381,2.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.0,2.0,0.6666666666666666,0.3818813079129866,4,3.0,market_trends,Market trends analysis,augmentation,0.6666666666666666,3.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,4.166666666666667,2.753785273643051,0.5654761904761905,0.3125425141148827,4,4.0,market_trends,Market trends analysis,augmentation,0.5654761904761905,4.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,4.166666666666667,2.362907813126304,0.5535714285714285,0.298273090865894,4,5.0,market_trends,Market trends analysis,augmentation,0.5535714285714285,5.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.0,1.0,0.5416666666666666,0.0721687836487032,4,6.0,market_trends,Market trends analysis,augmentation,0.5416666666666666,6.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,5.833333333333333,0.7637626158259734,0.3928571428571428,0.030929478706587,4,7.0,market_trends,Market trends analysis,augmentation,0.3928571428571428,7.0,panel_aggregate,aggregate
plain,plain,plain,5.875,3.3260336739125176,0.3125,0.3307189138830738,4,8.0,market_trends,Market trends analysis,augmentation,0.3125,8.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,6.0,2.6457513110645907,0.2976190476190476,0.1832714799802458,4,9.0,market_trends,Market trends analysis,augmentation,0.2976190476190476,9.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,7.0,3.4641016151377544,0.1666666666666666,0.2886751345948129,4,10.0,market_trends,Market trends analysis,augmentation,0.1666666666666666,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,2.1666666666666665,0.7637626158259734,0.8273809523809524,0.0676060517357175,4,1.0,market_trends,Market trends analysis,automation,0.8273809523809524,1.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.0,1.3228756555322954,0.7638888888888888,0.2055367859298436,4,2.0,market_trends,Market trends analysis,automation,0.7638888888888888,2.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,2.5,1.3228756555322954,0.6944444444444445,0.3367876570272817,4,3.0,market_trends,Market trends analysis,automation,0.6944444444444445,3.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.3333333333333335,2.0207259421636903,0.626984126984127,0.1125194196726811,4,4.0,market_trends,Market trends analysis,automation,0.626984126984127,4.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4.0,1.3228756555322954,0.5277777777777778,0.2097176232019653,4,5.0,market_trends,Market trends analysis,automation,0.5277777777777778,5.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,4.5,2.598076211353316,0.5119047619047619,0.3176028945703357,4,6.0,market_trends,Market trends analysis,automation,0.5119047619047619,6.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,5.333333333333333,1.5275252316519463,0.4821428571428571,0.0994243636219646,4,7.0,market_trends,Market trends analysis,automation,0.4821428571428571,7.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,5.166666666666667,1.755942292142123,0.4345238095238095,0.187570848292723,4,8.0,market_trends,Market trends analysis,automation,0.4345238095238095,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.666666666666667,0.5773502691896257,0.1309523809523809,0.010309826235529,4,9.0,market_trends,Market trends analysis,automation,0.1309523809523809,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,market_trends,Market trends analysis,automation,0.0,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,2.6666666666666665,1.5275252316519468,0.6904761904761904,0.1620316379620976,4,1.0,meal_plan,Menu planning (GDPval-style),augmentation,0.6904761904761904,1.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,3.0,1.0,0.6488095238095238,0.1991158176628301,4,2.0,meal_plan,Menu planning (GDPval-style),augmentation,0.6488095238095238,2.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,3.6666666666666665,3.0550504633038935,0.625,0.3307189138830738,4,3.5,meal_plan,Menu planning (GDPval-style),augmentation,0.625,3.5,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,3.6666666666666665,3.0550504633038935,0.625,0.3307189138830738,4,3.5,meal_plan,Menu planning (GDPval-style),augmentation,0.625,3.5,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.6666666666666665,1.1547005383792517,0.5238095238095238,0.2533785315927709,4,5.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5238095238095238,5.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,4.666666666666667,0.5773502691896257,0.4345238095238095,0.0627122247193615,4,6.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4345238095238095,6.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,5.333333333333333,2.886751345948129,0.4285714285714285,0.2789374884252377,4,7.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4285714285714285,7.0,panel_aggregate,aggregate
plain,plain,plain,5.25,3.5,0.4151785714285714,0.2709641233123842,4,8.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4151785714285714,8.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,5.666666666666667,2.3094010767585034,0.375,0.125,4,9.0,meal_plan,Menu planning (GDPval-style),augmentation,0.375,9.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,7.666666666666667,1.1547005383792517,0.2619047619047619,0.020619652471058,4,10.0,meal_plan,Menu planning (GDPval-style),augmentation,0.2619047619047619,10.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.0,1.3228756555322954,0.7638888888888888,0.2055367859298436,4,1.0,meal_plan,Menu planning (GDPval-style),automation,0.7638888888888888,1.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,2.5,0.8660254037844386,0.7440476190476191,0.1161858410472805,4,2.0,meal_plan,Menu planning (GDPval-style),automation,0.7440476190476191,2.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,3.8333333333333335,2.3629078131263044,0.6130952380952381,0.2069683172704013,4,3.0,meal_plan,Menu planning (GDPval-style),automation,0.6130952380952381,3.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.1666666666666665,2.0207259421636903,0.611111111111111,0.3469443332443555,4,4.0,meal_plan,Menu planning (GDPval-style),automation,0.611111111111111,4.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,4.5,3.0413812651491097,0.5535714285714285,0.3891874056732744,4,5.0,meal_plan,Menu planning (GDPval-style),automation,0.5535714285714285,5.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,4.5,0.8660254037844386,0.5178571428571429,0.0994243636219646,4,6.0,meal_plan,Menu planning (GDPval-style),automation,0.5178571428571429,6.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.6666666666666665,0.2886751345948128,0.5099206349206349,0.1552571441229336,4,7.0,meal_plan,Menu planning (GDPval-style),automation,0.5099206349206349,7.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,5.333333333333333,3.4034296427770228,0.4305555555555555,0.2138167266436201,4,8.0,meal_plan,Menu planning (GDPval-style),automation,0.4305555555555555,8.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,7.166666666666667,0.7637626158259734,0.2559523809523809,0.1161858410472805,4,9.0,meal_plan,Menu planning (GDPval-style),automation,0.2559523809523809,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,meal_plan,Menu planning (GDPval-style),automation,0.0,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,2.8333333333333335,2.0207259421636903,0.6964285714285715,0.1881366741580846,4,1.0,operations_research,Operations research analyst memo,augmentation,0.6964285714285715,1.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,2.8333333333333335,2.0207259421636903,0.6845238095238096,0.230304072882775,4,2.0,operations_research,Operations research analyst memo,augmentation,0.6845238095238096,2.0,panel_aggregate,aggregate
plain,plain,plain,3.25,2.327373340628157,0.6026785714285714,0.2193716870401236,4,3.0,operations_research,Operations research analyst memo,augmentation,0.6026785714285714,3.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,4.333333333333333,3.0550504633038935,0.5833333333333334,0.3818813079129867,4,4.0,operations_research,Operations research analyst memo,augmentation,0.5833333333333334,4.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,4.0,1.3228756555322954,0.5297619047619048,0.2463595486497009,4,5.0,operations_research,Operations research analyst memo,augmentation,0.5297619047619048,5.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,5.0,2.29128784747792,0.5,0.125,4,6.5,operations_research,Operations research analyst memo,augmentation,0.5,6.5,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.666666666666667,1.5275252316519468,0.5,0.0,4,6.5,operations_research,Operations research analyst memo,augmentation,0.5,6.5,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,4.833333333333333,2.362907813126304,0.4821428571428571,0.0994243636219646,4,8.0,operations_research,Operations research analyst memo,augmentation,0.4821428571428571,8.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,5.5,3.122498999199199,0.3869047619047618,0.3245549019098949,4,9.0,operations_research,Operations research analyst memo,augmentation,0.3869047619047618,9.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,operations_research,Operations research analyst memo,augmentation,0.0,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,2.5,1.3228756555322954,0.7321428571428571,0.2335124434039646,4,1.0,operations_research,Operations research analyst memo,automation,0.7321428571428571,1.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,2.5,2.179449471770337,0.7222222222222222,0.2545875386086578,4,2.0,operations_research,Operations research analyst memo,automation,0.7222222222222222,2.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.8333333333333335,1.8929694486000912,0.6805555555555555,0.1878854063676206,4,3.0,operations_research,Operations research analyst memo,automation,0.6805555555555555,3.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.3333333333333335,1.755942292142123,0.6488095238095238,0.1991158176628301,4,4.0,operations_research,Operations research analyst memo,automation,0.6488095238095238,4.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.8333333333333335,2.0207259421636903,0.6011904761904762,0.23980044141052,4,5.0,operations_research,Operations research analyst memo,automation,0.6011904761904762,5.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.5,1.5,0.5634920634920635,0.2676145285728153,4,6.0,operations_research,Operations research analyst memo,automation,0.5634920634920635,6.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4.5,2.179449471770337,0.4861111111111111,0.2294821061369209,4,7.0,operations_research,Operations research analyst memo,automation,0.4861111111111111,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.5,1.5,0.3035714285714285,0.1881366741580846,4,8.0,operations_research,Operations research analyst memo,automation,0.3035714285714285,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.166666666666667,0.7637626158259734,0.2619047619047619,0.020619652471058,4,9.0,operations_research,Operations research analyst memo,automation,0.2619047619047619,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,operations_research,Operations research analyst memo,automation,0.0,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,1.8333333333333333,1.4433756729740643,0.8214285714285715,0.0927884361197612,4,1.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.8214285714285715,1.0,panel_aggregate,aggregate
plain,plain,plain,2.375,1.3768926368215255,0.7142857142857143,0.1119933792989689,4,2.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.7142857142857143,2.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,4.0,0.5,0.6130952380952381,0.1076377459525305,4,3.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.6130952380952381,3.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,4.666666666666667,3.547299442298794,0.5773809523809524,0.3063597436299469,4,4.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5773809523809524,4.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,4.333333333333333,2.081665999466133,0.5595238095238095,0.1687791295090217,4,5.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5595238095238095,5.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,3.8333333333333335,2.362907813126304,0.5416666666666666,0.1909406539564933,4,6.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5416666666666666,6.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,6.166666666666667,2.8431203515386634,0.375,0.125,4,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.375,7.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.833333333333333,2.565800719723442,0.2916666666666667,0.2602082499332666,4,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.2916666666666667,8.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,6.5,2.29128784747792,0.2619047619047619,0.2508488988774461,4,9.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.2619047619047619,9.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,6.666666666666667,1.5275252316519468,0.1726190476190476,0.0676060517357175,4,10.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.1726190476190476,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,2.0,1.0,0.8333333333333334,0.1443375672974064,4,1.0,tax_prep,Tax preparation discrepancy spotting,automation,0.8333333333333334,1.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.0,1.3228756555322954,0.7638888888888888,0.2055367859298436,4,2.0,tax_prep,Tax preparation discrepancy spotting,automation,0.7638888888888888,2.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.1666666666666665,1.0408329997330663,0.6904761904761904,0.1620316379620976,4,3.0,tax_prep,Tax preparation discrepancy spotting,automation,0.6904761904761904,3.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.5,1.5,0.5634920634920635,0.2676145285728153,4,4.0,tax_prep,Tax preparation discrepancy spotting,automation,0.5634920634920635,4.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,4.0,2.6457513110645907,0.5535714285714285,0.298273090865894,4,5.0,tax_prep,Tax preparation discrepancy spotting,automation,0.5535714285714285,5.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,5.0,1.7320508075688772,0.5238095238095238,0.1316270499255712,4,6.0,tax_prep,Tax preparation discrepancy spotting,automation,0.5238095238095238,6.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,5.666666666666667,1.5275252316519463,0.4404761904761904,0.1134080885908193,4,7.0,tax_prep,Tax preparation discrepancy spotting,automation,0.4404761904761904,7.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,5.166666666666667,3.1754264805429417,0.4305555555555555,0.2138167266436201,4,8.0,tax_prep,Tax preparation discrepancy spotting,automation,0.4305555555555555,8.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,6.166666666666667,2.3629078131263044,0.2003968253968253,0.1154720994202496,4,9.0,tax_prep,Tax preparation discrepancy spotting,automation,0.2003968253968253,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,tax_prep,Tax preparation discrepancy spotting,automation,0.0,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,2.5,0.8660254037844386,0.7857142857142857,0.1394687442126188,4,1.0,travel_planning,Travel agent itinerary,augmentation,0.7857142857142857,1.0,panel_aggregate,aggregate
plain,plain,plain,2.0,1.6832508230603465,0.75,0.2041241452319315,4,2.0,travel_planning,Travel agent itinerary,augmentation,0.75,2.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,3.3333333333333335,1.607275126832159,0.6071428571428571,0.1287696884094281,4,3.0,travel_planning,Travel agent itinerary,augmentation,0.6071428571428571,3.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,3.8333333333333335,1.0408329997330663,0.6011904761904762,0.1620316379620976,4,4.0,travel_planning,Travel agent itinerary,augmentation,0.6011904761904762,4.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,4.333333333333333,2.309401076758503,0.5297619047619048,0.1715897060166616,4,5.0,travel_planning,Travel agent itinerary,augmentation,0.5297619047619048,5.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,4.0,2.6457513110645907,0.5119047619047619,0.4230798962837348,4,6.0,travel_planning,Travel agent itinerary,augmentation,0.5119047619047619,6.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,5.666666666666667,2.3094010767585034,0.375,0.125,4,7.5,travel_planning,Travel agent itinerary,augmentation,0.375,7.5,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,5.666666666666667,2.3094010767585034,0.375,0.125,4,7.5,travel_planning,Travel agent itinerary,augmentation,0.375,7.5,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,7.0,2.0,0.2559523809523809,0.2115399481418674,4,9.0,travel_planning,Travel agent itinerary,augmentation,0.2559523809523809,9.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,8.0,1.0,0.125,0.125,4,10.0,travel_planning,Travel agent itinerary,augmentation,0.125,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,1.6666666666666667,1.1547005383792517,0.9166666666666666,0.1443375672974064,4,1.0,travel_planning,Travel agent itinerary,automation,0.9166666666666666,1.0,panel_aggregate,aggregate
