model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank,task_slug,task_title,mode,score,rank_value,source,judge_model
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,5.166666666666667,0.7637626158259734,0.5654761904761905,0.0214616147349047,4,7.0,counselling,Counseling session (Anthropic Econ Index),automation,0.5654761904761905,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.666666666666667,0.5773502691896257,0.3313492063492063,0.0739470045777151,4,8.0,counselling,Counseling session (Anthropic Econ Index),automation,0.3313492063492063,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.666666666666667,0.5773502691896257,0.1309523809523809,0.010309826235529,4,9.0,counselling,Counseling session (Anthropic Econ Index),automation,0.1309523809523809,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,counselling,Counseling session (Anthropic Econ Index),automation,0.0,10.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,1.6666666666666667,0.5773502691896258,0.8690476190476191,0.125424449438723,4,1.0,market_trends,Market trends analysis,augmentation,0.8690476190476191,1.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,2.3333333333333335,0.5773502691896257,0.7857142857142857,0.0618589574131741,4,2.0,market_trends,Market trends analysis,augmentation,0.7857142857142857,2.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,3.0,1.7320508075688772,0.7440476190476191,0.2115399481418673,4,3.0,market_trends,Market trends analysis,augmentation,0.7440476190476191,3.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.166666666666667,1.0408329997330663,0.5,0.0,4,4.0,market_trends,Market trends analysis,augmentation,0.5,4.0,panel_aggregate,aggregate
plain,plain,plain,4.625,2.688710967483613,0.4821428571428571,0.2072249426848715,4,5.0,market_trends,Market trends analysis,augmentation,0.4821428571428571,5.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,4.666666666666667,2.309401076758503,0.4702380952380952,0.2463595486497009,4,6.0,market_trends,Market trends analysis,augmentation,0.4702380952380952,6.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,5.5,2.179449471770337,0.4404761904761904,0.1687791295090217,4,7.0,market_trends,Market trends analysis,augmentation,0.4404761904761904,7.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,6.166666666666667,2.753785273643051,0.3333333333333333,0.1443375672974064,4,8.0,market_trends,Market trends analysis,augmentation,0.3333333333333333,8.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,6.0,2.6457513110645907,0.2976190476190476,0.1832714799802458,4,9.0,market_trends,Market trends analysis,augmentation,0.2976190476190476,9.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,7.333333333333333,2.0816659994661326,0.0833333333333333,0.1443375672974064,4,10.0,market_trends,Market trends analysis,augmentation,0.0833333333333333,10.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.0,0.8660254037844386,0.7685185185185185,0.2228001743614067,4,1.0,market_trends,Market trends analysis,automation,0.7685185185185185,1.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,1.6666666666666667,1.1547005383792517,0.748015873015873,0.1782073007081897,4,2.0,market_trends,Market trends analysis,automation,0.748015873015873,2.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.5,2.179449471770337,0.6673280423280423,0.205740989064743,4,3.0,market_trends,Market trends analysis,automation,0.6673280423280423,3.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.6666666666666665,0.5773502691896258,0.6408730158730158,0.0891533410264324,4,4.0,market_trends,Market trends analysis,automation,0.6408730158730158,4.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.166666666666667,1.755942292142123,0.6071428571428571,0.1287696884094281,4,5.0,market_trends,Market trends analysis,automation,0.6071428571428571,5.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.3333333333333335,1.5275252316519463,0.5740740740740741,0.3075482163007846,4,6.0,market_trends,Market trends analysis,automation,0.5740740740740741,6.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,5.666666666666667,0.5773502691896257,0.4702380952380952,0.1715897060166616,4,7.0,market_trends,Market trends analysis,automation,0.4702380952380952,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.0,1.0,0.3928571428571428,0.1287696884094282,4,8.0,market_trends,Market trends analysis,automation,0.3928571428571428,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.666666666666667,0.5773502691896257,0.1309523809523809,0.010309826235529,4,9.0,market_trends,Market trends analysis,automation,0.1309523809523809,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,market_trends,Market trends analysis,automation,0.0,10.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,2.5,2.179449471770337,0.6666666666666666,0.1443375672974064,4,1.0,meal_plan,Menu planning (GDPval-style),augmentation,0.6666666666666666,1.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,2.5,1.3228756555322954,0.6607142857142857,0.1812302065195039,4,2.0,meal_plan,Menu planning (GDPval-style),augmentation,0.6607142857142857,2.0,panel_aggregate,aggregate
plain,plain,plain,4.0,1.9148542155126764,0.5758928571428572,0.2022277080876093,4,3.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5758928571428572,3.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,4.666666666666667,2.8431203515386634,0.5595238095238095,0.2745202989904811,4,4.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5595238095238095,4.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.8333333333333335,2.8431203515386634,0.5238095238095238,0.2533785315927709,4,5.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5238095238095238,5.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,5.333333333333333,2.254624876411447,0.5119047619047619,0.2323716820945611,4,6.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5119047619047619,6.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,4.333333333333333,2.3094010767585034,0.4821428571428571,0.2028181552071526,4,7.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4821428571428571,7.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,5.0,3.4641016151377544,0.4404761904761904,0.2745202989904811,4,8.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4404761904761904,8.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,6.666666666666667,2.3629078131263044,0.3869047619047618,0.2069683172704013,4,9.0,meal_plan,Menu planning (GDPval-style),augmentation,0.3869047619047618,9.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,6.833333333333333,1.755942292142123,0.1666666666666666,0.1443375672974064,4,10.0,meal_plan,Menu planning (GDPval-style),augmentation,0.1666666666666666,10.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,1.3333333333333333,0.5773502691896257,0.75,0.0833333333333333,4,1.0,meal_plan,Menu planning (GDPval-style),automation,0.75,1.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.0,1.0,0.7023809523809524,0.1340277410618774,4,2.0,meal_plan,Menu planning (GDPval-style),automation,0.7023809523809524,2.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,2.5,1.8027756377319943,0.6990740740740741,0.2607020041722423,4,3.0,meal_plan,Menu planning (GDPval-style),automation,0.6990740740740741,3.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.3333333333333335,1.5275252316519463,0.6666666666666666,0.3145764348029479,4,4.0,meal_plan,Menu planning (GDPval-style),automation,0.6666666666666666,4.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,4.0,0.8660254037844386,0.5615079365079364,0.0967757809385491,4,5.0,meal_plan,Menu planning (GDPval-style),automation,0.5615079365079364,5.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,4.833333333333333,1.7559422921421233,0.5416666666666666,0.1102396379610246,4,6.0,meal_plan,Menu planning (GDPval-style),automation,0.5416666666666666,6.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,5.666666666666667,1.0408329997330663,0.4503968253968254,0.0305452466633743,4,7.0,meal_plan,Menu planning (GDPval-style),automation,0.4503968253968254,7.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,5.333333333333333,2.0816659994661326,0.3723544973544974,0.0767509286422716,4,8.0,meal_plan,Menu planning (GDPval-style),automation,0.3723544973544974,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.666666666666667,0.5773502691896257,0.255952380952381,0.1429810970174323,4,9.0,meal_plan,Menu planning (GDPval-style),automation,0.255952380952381,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,meal_plan,Menu planning (GDPval-style),automation,0.0,10.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,2.0,0.5,0.7916666666666666,0.0721687836487032,4,1.0,operations_research,Operations research analyst memo,augmentation,0.7916666666666666,1.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,2.8333333333333335,1.7559422921421233,0.75,0.25,4,2.0,operations_research,Operations research analyst memo,augmentation,0.75,2.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,2.8333333333333335,1.0408329997330663,0.7440476190476191,0.1161858410472805,4,3.0,operations_research,Operations research analyst memo,augmentation,0.7440476190476191,3.0,panel_aggregate,aggregate
plain,plain,plain,3.375,2.462214450449026,0.6071428571428572,0.2435389588747474,4,4.0,operations_research,Operations research analyst memo,augmentation,0.6071428571428572,4.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.0,2.7838821814150108,0.5416666666666666,0.4018187817080397,4,5.0,operations_research,Operations research analyst memo,augmentation,0.5416666666666666,5.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,5.166666666666667,2.0816659994661326,0.4404761904761904,0.1687791295090217,4,6.0,operations_research,Operations research analyst memo,augmentation,0.4404761904761904,6.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.0,1.8027756377319943,0.4345238095238095,0.0627122247193615,4,7.0,operations_research,Operations research analyst memo,augmentation,0.4345238095238095,7.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,4.5,1.0,0.3988095238095238,0.1620316379620976,4,8.0,operations_research,Operations research analyst memo,augmentation,0.3988095238095238,8.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,7.5,0.5,0.2142857142857142,0.0618589574131741,4,9.0,operations_research,Operations research analyst memo,augmentation,0.2142857142857142,9.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,8.666666666666666,0.5773502691896258,0.0416666666666666,0.0721687836487032,4,10.0,operations_research,Operations research analyst memo,augmentation,0.0416666666666666,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,3.0,2.29128784747792,0.7579365079365079,0.1516786893144157,4,1.0,operations_research,Operations research analyst memo,automation,0.7579365079365079,1.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,2.0,0.8660254037844386,0.7149470899470899,0.1597232491997612,4,2.0,operations_research,Operations research analyst memo,automation,0.7149470899470899,2.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.0,1.7320508075688772,0.6666666666666666,0.0833333333333333,4,3.0,operations_research,Operations research analyst memo,automation,0.6666666666666666,3.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,2.5,0.0,0.6455026455026455,0.0814539911023314,4,4.0,operations_research,Operations research analyst memo,automation,0.6455026455026455,4.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.333333333333333,1.6072751268321592,0.5813492063492064,0.1091630532022136,4,5.0,operations_research,Operations research analyst memo,automation,0.5813492063492064,5.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,3.5,0.8660254037844386,0.5601851851851852,0.3106685012927337,4,6.0,operations_research,Operations research analyst memo,automation,0.5601851851851852,6.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,5.5,1.5,0.5277777777777778,0.120281306081172,4,7.0,operations_research,Operations research analyst memo,automation,0.5277777777777778,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.166666666666667,0.7637626158259733,0.4007936507936507,0.1598669609403467,4,8.0,operations_research,Operations research analyst memo,automation,0.4007936507936507,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.666666666666667,0.5773502691896257,0.1448412698412698,0.0209040749064538,4,9.0,operations_research,Operations research analyst memo,automation,0.1448412698412698,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,operations_research,Operations research analyst memo,automation,0.0,10.0,panel_aggregate,aggregate
plain,plain,plain,3.125,2.7195281453467866,0.65625,0.2771694728260431,4,1.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.65625,1.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,2.5,2.179449471770337,0.6428571428571429,0.1855768722395225,4,2.5,tax_prep,Tax preparation discrepancy spotting,augmentation,0.6428571428571429,2.5,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,2.6666666666666665,2.0207259421636903,0.6428571428571429,0.1855768722395225,4,2.5,tax_prep,Tax preparation discrepancy spotting,augmentation,0.6428571428571429,2.5,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,3.0,0.0,0.5833333333333334,0.0721687836487032,4,4.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5833333333333334,4.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,4.166666666666667,2.466441431158124,0.5297619047619048,0.1715897060166616,4,5.5,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5297619047619048,5.5,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,4.666666666666667,2.254624876411447,0.5297619047619048,0.1715897060166616,4,5.5,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5297619047619048,5.5,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,5.333333333333333,1.4433756729740643,0.4285714285714285,0.1237179148263483,4,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.4285714285714285,7.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,6.333333333333333,1.1547005383792517,0.3928571428571428,0.030929478706587,4,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.3928571428571428,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.5,1.8027756377319943,0.2916666666666667,0.2602082499332666,4,9.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.2916666666666667,9.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,7.666666666666667,2.3094010767585034,0.25,0.0,4,10.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.25,10.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.0,1.7320508075688772,0.6896710374971246,0.1881595821442229,4,1.0,tax_prep,Tax preparation discrepancy spotting,automation,0.6896710374971246,1.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.5,2.5,0.6646825396825397,0.2700527299368293,4,2.0,tax_prep,Tax preparation discrepancy spotting,automation,0.6646825396825397,2.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.8333333333333335,1.607275126832159,0.6527777777777778,0.3342002615421101,4,3.0,tax_prep,Tax preparation discrepancy spotting,automation,0.6527777777777778,3.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.0,1.0,0.6481481481481481,0.1812664069486286,4,4.0,tax_prep,Tax preparation discrepancy spotting,automation,0.6481481481481481,4.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,4.333333333333333,2.516611478423583,0.5297619047619048,0.1432286835180472,4,5.0,tax_prep,Tax preparation discrepancy spotting,automation,0.5297619047619048,5.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,4.0,1.7320508075688772,0.5198412698412699,0.0562597098363405,4,6.0,tax_prep,Tax preparation discrepancy spotting,automation,0.5198412698412699,6.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,4.666666666666667,3.5118845842842465,0.4761904761904761,0.1716929178792375,4,7.0,tax_prep,Tax preparation discrepancy spotting,automation,0.4761904761904761,7.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,6.0,1.0,0.4266735679779158,0.0092058810020386,4,8.0,tax_prep,Tax preparation discrepancy spotting,automation,0.4266735679779158,8.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.333333333333333,1.5275252316519463,0.3928571428571428,0.0518916540897699,4,9.0,tax_prep,Tax preparation discrepancy spotting,automation,0.3928571428571428,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,tax_prep,Tax preparation discrepancy spotting,automation,0.0,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,1.3333333333333333,0.5773502691896258,0.9166666666666666,0.0721687836487032,4,1.0,travel_planning,Travel agent itinerary,augmentation,0.9166666666666666,1.0,panel_aggregate,aggregate
plain,plain,plain,2.875,1.796988221070652,0.7142857142857143,0.1515228816828316,4,2.0,travel_planning,Travel agent itinerary,augmentation,0.7142857142857143,2.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,3.3333333333333335,0.5773502691896258,0.6130952380952381,0.1076377459525305,4,3.0,travel_planning,Travel agent itinerary,augmentation,0.6130952380952381,3.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.1666666666666665,1.8929694486000912,0.6071428571428571,0.3762733483161692,4,4.0,travel_planning,Travel agent itinerary,augmentation,0.6071428571428571,4.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.666666666666667,1.2583057392117918,0.4166666666666667,0.1909406539564933,4,5.5,travel_planning,Travel agent itinerary,augmentation,0.4166666666666667,5.5,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,5.166666666666667,3.3291640592396967,0.4166666666666667,0.3145764348029479,4,5.5,travel_planning,Travel agent itinerary,augmentation,0.4166666666666667,5.5,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,6.166666666666667,1.6072751268321592,0.3928571428571428,0.1287696884094282,4,7.0,travel_planning,Travel agent itinerary,augmentation,0.3928571428571428,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,6.166666666666667,2.753785273643051,0.3452380952380952,0.2552593052665662,4,8.0,travel_planning,Travel agent itinerary,augmentation,0.3452380952380952,8.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,5.833333333333333,2.9297326385411577,0.3392857142857142,0.3558010508066299,4,9.0,travel_planning,Travel agent itinerary,augmentation,0.3392857142857142,9.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,7.333333333333333,1.1547005383792517,0.1666666666666666,0.1909406539564933,4,10.0,travel_planning,Travel agent itinerary,augmentation,0.1666666666666666,10.0,panel_aggregate,aggregate
